imdb_name_id,name,date_of_birth,amount of movies,gender
nm0923105,Tara Westwood,,4,actress
nm7489059,Kakule William,,1,actor
nm4257098,Kakule Wilson,,1,actress
nm0950123,Tony T.L. Young,,1,actor
nm0892489,Alicia Arden,1969,1,actress
nm3346260,Matt Zemlin,1980,1,actor
nm1968854,Hubertus Geller,1979,1,actor
nm4259716,Puri Hiranyapluek,,1,actor
nm3108893,Kylie Trounson,,1,actress
nm2395571,Michael Finney,,1,actor
nm4259355,Oleg Ryba,,1,actor
nm4259666,Yevgeniy Ryba,,1,actor
nm0569226,Bruce McGill,1950,1,actor
nm3252890,Chris Hayes,,1,actor
nm1591481,Ossie Beck,1975,1,actor
nm4263033,Luli Bitri,,1,actress
nm1041519,Karafil Shena,,1,actor
nm2678483,Andrea Wenzl,,1,actress
nm0762784,Antonio Sanint,,1,actor
nm1518529,Carolina Gómez,1974,1,actress
nm5378719,Pier-Gabriel Lajoie,1994,1,actor
nm0096168,Walter Borden,,1,actor
nm2267725,Dora Madison,1990,3,actress
nm1860561,Margie Tsang,1965,1,actress
nm4250039,Oviya,,4,actress
nm3996056,Michael Swaim,,1,actor
nm3930536,Jacob Reed,,1,actor
nm4336602,Samantha Castellano,,1,actress
nm1462777,Octavio Castro,1977,1,actor
nm1480489,Viktor Abrosimov,1946,1,actor
nm6500715,Anastasiya Balyakina,1990,1,actress
nm2026238,Shahed Ali,,4,actor
nm3198152,Andrea Galatà,,1,actor
nm4261840,Giovanna Mandalari,,1,actress
nm1728174,Ufuk Özkan,,5,actor
nm1699218,Metin Zakoglu,1971,1,actor
nm2008863,Luisa Pardo,,1,actress
nm4261826,Salomón Hernández,,1,actor
nm4264804,Ian Veteto,,1,actor
nm3022264,Alexandra Doke,,1,actress
nm1169797,Ai Hashimoto,1996,6,actress
nm0474731,Miyuki Matsuda,1961,1,actress
nm3418610,Ryan Hartwig,,1,actor
nm4285227,Shu Watanabe,,2,actor
nm2957761,Dôri Sakurada,1991,1,actor
nm3849842,Sophie Turner,1996,3,actress
nm1719342,Cory Monteith,1982,2,actor
nm0588364,Gabrielle Miller,1973,3,actress
nm4899747,Jelte Blommaert,,1,actor
nm1417994,Sarah Horvath,1993,2,actress
nm1605108,Vincent Martella,1992,2,actor
nm1068948,Tzvetan Daskalov,,1,actor
nm4265072,Silvia Gerina,,1,actress
nm2370270,Brenden Meers,1991,1,actor
nm2028116,Cierra Ramirez,1995,1,actress
nm1002609,Nicholas Braun,1988,3,actor
nm4496875,Mackenzie Davis,1987,6,actress
nm0415382,Sam Jaeger,1977,2,actor
nm3076184,Timothy Castillo,,1,actor
nm1323778,Marife Necesito,,1,actress
nm0382890,Katherine Hicks,,1,actress
nm1812308,Anya Beyersdorf,,1,actress
nm3526106,Craig Beeman,,1,actor
nm4361759,Andrew Chamberlin,,1,actor
nm3246203,Laurent Collombert,,1,actor
nm1420394,Nathalie Hauwelle,,1,actress
nm6684208,Srinda Ashab,,1,actress
nm0037679,Lyudmila Artemeva,1963,2,actress
nm4557759,Rachel Mwanza,,1,actress
nm3997809,Alain Lino Mic Eli Bastien,,1,actor
nm0029047,Aleksandr Andrienko,1959,1,actor
nm3234593,Hen Yanni,,1,actress
nm2146302,Yonatan Barak,1983,1,actor
nm3826285,Valentina Bartolo,,1,actress
nm1764101,Elisabetta Fischer,,1,actress
nm4273157,Serj Avetikyan,,1,actor
nm4272847,Hovhannes Azoyan,,3,actor
nm3690094,Camme Tyla,,1,actress
nm4285691,Mandy Williams,,1,actress
nm2561940,Fabrice Eboué,1977,4,actor
nm2660604,Thomas N'Gijol,1978,4,actor
nm1792604,Anoop Menon,,12,actor
nm0730455,Ryan Robbins,1972,2,actor
nm1235776,Zoie Palmer,,2,actress
nm2441138,Judit Bárdos,1988,2,actress
nm3771184,Joe Cole,1988,4,actor
nm4878199,English Frank,,1,actor
nm3696644,Yoon-seo Chae,,1,actress
nm1617711,Ji-min Han,1982,3,actress
nm0678472,Ann Petrén,1954,1,actress
nm2334765,Jeroen Perceval,,2,actor
nm0364814,Jason Harris,1969,2,actor
nm0249283,Chris Edgerly,1969,2,actor
nm4273857,Hamza Ali Abbasi,,2,actor
nm2196948,Claira Watson Parr,,1,actress
nm0794679,Ben Shockley,1965,1,actor
nm1412243,Adrián Mas,1970,1,actor
nm0001898,Bryan Adams,1959,1,actor
nm1738197,Swwapnil Joshi,1977,5,actor
nm1739904,Jean-Christophe Folly,,4,actor
nm2906828,Sabina Akhmedova,1981,3,actress
nm3946503,Jeneta St. Clair,,1,actress
nm1001404,David Matranga,1975,2,actor
nm4157864,Jon Finnegan,,1,actor
nm2069524,Mike McEvoy,,1,actor
nm3247708,Bryan Mordechai Jackson,,1,actor
nm0044386,Anne Azoulay,,1,actress
nm0305487,Ginette Garcin,1928,1,actress
nm1091550,Toby Truslove,,1,actor
nm2599038,Matthan Harris,1986,1,actor
nm4832920,Quvenzhané Wallis,,2,actress
nm4206156,Elliot Travers,,1,actor
nm4314081,Amy Tsang,,2,actress
nm0961701,Alesandra Durham,,1,actress
nm1042649,Joel Bishop,,1,actor
nm10135530,Pamela Mendoza,,1,actress
nm2742049,Tommy Párraga,,1,actor
nm4740326,Byron Baudo,,2,actor
nm3844674,Lashawn Butler,,1,actress
nm4285217,Michael Muller,,1,actor
nm0930795,Isaac Williams,,1,actor
nm3180283,Natalie Jean,,2,actress
nm3370295,Shenyang Xiao,1981,2,actor
nm0003082,Bailey Chase,1972,2,actor
nm0754229,Amr Saad,1977,3,actor
nm4285378,Haifa Wehbe,1976,2,actress
nm1015531,Ruby,1981,2,actress
nm2416205,Kristin Leigh,,1,actress
nm0374865,Simon Helberg,1980,2,actor
nm0395226,Stephan Luca,1974,1,actor
nm0517937,Marleen Lohse,1984,2,actress
nm0480850,Laurent Lafitte,1973,14,actor
nm0042841,Maria Avdjushko,1968,1,actress
nm0199193,Wim Danckaert,1962,1,actor
nm0112549,Johannes Brost,1946,1,actor
nm1936764,Peter Carlberg,1950,1,actor
nm0444324,Maged El-Kidwani,1967,6,actor
nm4287308,Alexander Asochakov,,1,actor
nm0212158,Marie de Villepin,1986,1,actress
nm4158693,Shaun Trainer,,1,actor
nm5396018,Maryam Pirband,,1,actress
nm1297835,Horacio Acosta,,1,actor
nm1162998,Raquel Albéniz,,1,actress
nm1708414,Tobias Segal,,1,actor
nm5583323,Malú Chouza,,1,actress
nm0820188,Aleksandar Sreckovic,1973,1,actor
nm5485781,Hafþór Júlíus Björnsson,1988,1,actor
nm0555902,Dulce María,1985,1,actress
nm4288659,Mathilda Paradeiser,1995,1,actress
nm4288209,Linda Molin,1992,2,actress
nm2934637,Jason Chad Roth,,1,actor
nm2839698,Andres De La Fuente,,1,actor
nm1959252,Muhammet Uzuner,1965,4,actor
nm4461361,Thomas Doret,1996,1,actor
nm1541685,Elliott Tittensor,1989,1,actor
nm2813963,Nico Mirallegro,1991,1,actor
nm3008803,Brand Rackley,,1,actor
nm4289532,Jean Amorim,,2,actor
nm4289918,Ana Graciela,,1,actress
nm1507531,Jamie Abrams,,1,actor
nm0184308,Andrés Couturier,1977,2,actor
nm2246504,Julien Béramis,1983,2,actor
nm4077635,Marine Griset,,2,actress
nm2625538,Derek Hough,1985,1,actor
nm1262749,BoA,1986,1,actress
nm0867813,Eugenia Tobal,1975,1,actress
nm4292646,Yi-Chieh Lee,1992,1,actress
nm0566084,Skye McCole Bartusiak,1992,1,actress
nm4294775,Dan Briggs,,1,actor
nm4293539,Rhys Howells,,1,actor
nm0688228,Massimo Poggio,1970,1,actor
nm3665824,Laura Roman,,1,actress
nm3383930,Nithya Menen,,12,actress
nm0936591,Andreas Wisniewski,1959,1,actor
nm3551891,Steven Weber,,1,actor
nm2176563,Booder,1978,1,actor
nm2936549,Issa Doumbia,,1,actor
nm1257107,Kaushalaya Fernando,,1,actress
nm5917282,Nilanka Sepala Dahanayake,,1,actor
nm0342399,Greg Grunberg,1966,3,actor
nm4345001,Alejandro Fajardo,,1,actor
nm2903245,Rick Okon,1989,1,actor
nm0066654,Max Befort,1989,1,actor
nm4308385,Anshuman Joshi,,1,actor
nm4309684,Ketaki Mategaonkar,,2,actress
nm3069926,Ngoc Diep,,3,actress
nm4304287,Tae-Ho Hyun,,1,actor
nm4305276,In-Kul Jun,,1,actor
nm1651267,Vincent Stone,,1,actor
nm2445675,Nathan Waring,,1,actor
nm3945751,Deeksha Seth,1990,5,actress
nm1080822,Chad Brummett,,1,actor
nm4297825,Jordan Grady,,1,actor
nm1818216,Payman Maadi,1970,6,actor
nm3036377,Nick McKinlay,1989,1,actor
nm1273957,Paula Brancati,1989,2,actress
nm2467428,Kyle Rea,1981,1,actor
nm8833947,Sun Chaiyamart,,1,actor
nm1394603,Kom Chauncheun,,2,actor
nm2129075,Andrew Pozza,,1,actor
nm4285739,Liddy Bisanz,,1,actress
nm1239800,Su-mi Kim,,1,actress
nm2366465,Joseph Konrad Bundschuh,1989,1,actor
nm4300041,Anke Retzlaff,1989,1,actress
nm4297512,Sandro Margalitashvili,,1,actor
nm3293425,Tyler Roberds,,1,actor
nm3863886,Jami Harris Shine,,1,actress
nm0123227,Josh Burrow,,1,actor
nm4303137,Stephanie Fieger,,1,actress
nm3919984,Anjela Nedyalkova,1991,2,actress
nm0594301,Jamal Mixon,1983,1,actor
nm0594302,Jerod Mixon,1981,1,actor
nm3881852,Antonio Mancino,1972,1,actor
nm3162943,Chris Salvatore,1985,1,actor
nm4378215,Aaron Milo,1984,1,actor
nm3775208,Chris Puckett,,1,actor
nm2454994,Bill Oberst Jr.,1965,16,actor
nm1898954,Hali Lula Hudson,,1,actress
nm2812026,Nathalie Emmanuel,1989,2,actress
nm3062739,Jean Louise O'Sullivan,,2,actress
nm3633663,Zachary Fletcher,,1,actor
nm1617265,Yannis Stankoglou,,5,actor
nm2240777,Osman Alkas,,2,actor
nm2853261,Popi Avraam,,1,actress
nm4304604,Firat Altay,,1,actor
nm4304935,Sezgin Cengiz,,2,actor
nm1799098,Nammi Le,1978,1,actress
nm1398616,Penny McNamee,,1,actress
nm2262867,Ad Carabao,,1,actor
nm4307606,Iker Fernández,,1,actor
nm3634819,Francisco Denis,,1,actor
nm1891620,Mickey Koga,,2,actor
nm4305651,Josefin Ahl,,1,actress
nm4784544,Emil Ahlqvist,,1,actor
nm0436018,Ismo Kallio,1935,1,actor
nm4309664,Ugur Baris Mehmetoglu,,1,actor
nm4308311,Seydo Celik,,1,actor
nm4715378,Toby Irvine,,1,actor
nm1891137,Nick Principe,1978,5,actor
nm4992916,Quynh Hoa,,2,actress
nm4899968,Khuong Ngoc,,1,actor
nm2648855,Evan Bass,1980,1,actor
nm2458372,María DiDomenico,,1,actress
nm0032987,Juan Ignacio Aranda,,1,actor
nm3905146,Carmen Aub,1989,1,actress
nm2525790,Bel Powley,1992,7,actress
nm0729040,Daniel Louis Rivas,1977,1,actor
nm2930154,Elliot James Langridge,1987,2,actor
nm0944333,Argyris Xafis,1976,1,actor
nm4312502,Benjamin Ade-Thurow,,1,actor
nm1758606,Günther Arnulf,,1,actor
nm0013833,Ah-Lei Gua,1944,2,actress
nm5179360,Svetlana Smirnova-Martsinkevich,1987,1,actress
nm0794779,Daryush Shokof,1954,1,actor
nm1822679,Alexis Díaz de Villegas,,1,actor
nm0596710,Jorge Molina,1966,1,actor
nm0183632,Nathalie Coupal,1960,1,actress
nm1186732,Joseph Antaki,,1,actor
nm3165300,Mike Kovac,1984,1,actor
nm0912040,Graham Wardle,,1,actor
nm0323877,Michelle Goddet,,1,actress
nm2319146,Amaia Salamanca,1986,2,actress
nm1224068,Maxi Iglesias,1991,2,actor
nm3379711,Tom Kane,,1,actor
nm4314377,Kate Archer,,1,actress
nm4313975,Pat Bulger,,1,actor
nm3456417,Phillip Albrecht,,1,actor
nm2933947,Nicole Kruex,,1,actress
nm3833864,Tommy Propson,,1,actor
nm0351758,Hilary Haag,1973,1,actress
nm4581108,Corey Hartzog,1988,1,actor
nm3668216,Nargis Fakhri,1979,5,actress
nm4861201,Sumyata Bhattarai,,1,actress
nm2227898,Daniel Ross Owens,1983,1,actor
nm4513591,Gokulnath,,2,actor
nm4541970,Irfan Khan,,1,actor
nm4496849,Sanath Menon,,1,actor
nm0817734,Beatriz Spelzini,,1,actress
nm4317587,Sophita Sribanchean,,1,actress
nm4304862,Anubrata Basu,,2,actor
nm3263076,Joyraj Bhattacharya,,4,actor
nm1600173,Cesare Cremonini,1980,1,actor
nm2072440,Nicolas Maury,,2,actor
nm4809615,Selma af Schulten,,1,actress
nm4632953,Nina Kaipainen,,1,actress
nm4776159,Vidharth,,5,actor
nm3898762,Amala Paul,1991,15,actress
nm0379072,Roberto Herlitzka,1937,2,actor
nm0646510,Ignazio Oliva,1970,1,actor
nm4140325,Kevin Clark,,1,actor
nm1839883,Manzie Jones,,1,actor
nm2731660,Charlotte Riley,1981,1,actress
nm4320169,Yasir Aqueel,,1,actor
nm3835651,Veera Bahu,,2,actor
nm1694597,Tadashi Okuno,,1,actor
nm4219529,Alyssa Kempinski,1990,1,actress
nm4497612,Greg Cohan,,1,actor
nm2734418,Ray Besharah,,2,actor
nm3808488,Celine Filion,,1,actress
nm2910574,Lorenzo Zurzolo,,1,actor
nm6984359,Sophie Blondin,1991,1,actress
nm4649642,Ananyaa Shah,,1,actress
nm4636698,Karyn Belenke,,1,actress
nm3638443,Ronald Bumgardner,,1,actor
nm2900845,Lydie Barbara,,1,actress
nm0196134,João Rui Guerra da Mata,,1,actor
nm0600806,Bien de Moor,1962,1,actress
nm2073296,Aleksandr Gordon,1964,1,actor
nm3087358,Anna Ishibashi,,2,actress
nm0579769,Shweta Menon,1974,2,actress
nm1595000,Satomi Ishihara,1986,3,actress
nm1371494,Oliver Mitkovski,,1,actor
nm1291116,Ralf Beck,,2,actor
nm4328254,Elin Hugoson,,1,actress
nm3923793,Nikki Bell,,1,actress
nm3888555,Zackary Kresser,,1,actor
nm1394074,Brian Kolodziej,1978,1,actor
nm1580223,Amy Wehrell,,1,actress
nm3308934,Ahmad Mehranfar,,3,actor
nm3213784,Mehran Ahmadi,,5,actor
nm1740122,Brooke Hogan,1988,1,actress
nm1329794,Neil McDermott,1980,1,actor
nm3650881,Christopher J. Domig,,1,actor
nm2415526,Electra Avellan,1986,1,actress
nm4341834,Ari Kanamori,,1,actor
nm0569079,Jack McGee,1949,1,actor
nm3721383,Sebastian Banes,,1,actor
nm1169526,Patrick Wang,,1,actor
nm2276276,Jake Macapagal,,1,actor
nm0996197,Antonio Ferreira,1973,1,actor
nm4580656,Clément Métayer,,1,actor
nm3517457,Mikhail Bespalov,,1,actor
nm4403777,Rudy Alvarado,,1,actor
nm0590883,Paola Minaccioni,1971,2,actress
nm2131930,Reinout Scholten van Aschat,1989,4,actor
nm4335674,Maho Nagase,,1,actress
nm3050595,Ji-hoon Kim,,1,actor
nm4925980,Aadi,,3,actor
nm4774929,Isha Chawla,,2,actress
nm4098543,Domingo Lemus,,1,actor
nm2573264,Daneri Gudiel,,1,actor
nm4335877,Fa'afiaula Sanote,,1,actor
nm4336662,Tausili Pushparaj,,1,actress
nm1090865,Hunter Page-Lochard,1993,1,actor
nm2803769,Guy McKnight,,1,actor
nm3177382,Belén Cuesta,1984,6,actress
nm2685264,Cush Jumbo,1985,1,actress
nm4342455,Monir Ahmed,,1,actor
nm1549582,Zoé Héran,,1,actress
nm4391872,Malonn Lévana,,1,actress
nm4340813,Youki Kato,1989,1,actress
nm2457074,Nergis Öztürk,,2,actress
nm0819418,Carolien Spoor,1987,3,actress
nm0792964,George Shevtsov,,1,actor
nm0628022,Bob Newman,,1,actor
nm2076099,Hernan Jimenez,,2,actor
nm3586647,Barbara Jimenez,,1,actress
nm2584975,Ye-won Kang,,7,actress
nm2770525,Kenshô Ono,,3,actor
nm3519074,Arindol Bagchi,,3,actor
nm1287418,Ehteram-Sadat Habibian,,1,actress
nm3853462,Jessie McKay,1989,1,actress
nm4341928,Bill Keir,,1,actor
nm4341690,Tim Dax,,1,actor
nm2859629,Nicola Fiore,,3,actress
nm4341659,Saras Gil,,1,actress
nm4344684,Enzo Macchiavello,,1,actor
nm4344601,Andres Troya Holst,,1,actor
nm4342853,Otar Tatishvili,,1,actor
nm4343524,Maia Doborjginidze,,1,actress
nm3870495,Jamie Law,,1,actor
nm4347252,Nate Miller,,1,actor
nm4408613,Antía Baget,,1,actress
nm0046514,Oliver Bigalke,1968,1,actor
nm4879234,Asylkhan Tolypov,,1,actor
nm4879194,Ayan Utepbergen,,1,actor
nm4346414,Hilary Caitens,,1,actress
nm4346649,Ryan Harrison,,1,actor
nm3366738,Mark Andrews,,1,actor
nm3068922,Marta Gastini,1989,4,actress
nm0740370,Heather Roop,1976,2,actress
nm4349109,Jared Starr,,1,actor
nm4086392,Grace Young,,1,actress
nm3469173,Fynn Henkel,1996,1,actor
nm0381035,Whit Hertford,1978,2,actor
nm3167202,Mary Kate Wiles,,2,actress
nm2648358,Alexander Poe,,1,actor
nm1540426,Karen Miyama,1996,1,actress
nm2829200,Yuka,,1,actress
nm0244424,Yilmaz Duru,1933,1,actor
nm0770647,Jason Lockhart,,3,actor
nm1762388,Kim Argetsinger,1981,2,actress
nm0310586,Emilio Gavira,1964,2,actor
nm3014056,Miriam Prestøy Lie,,1,actress
nm2099014,Ia Sukhitashvili,1980,3,actress
nm0992014,Gia Roinishvili,,1,actor
nm3485729,Sonia Sui,1980,4,actress
nm4352624,Dimitri Durdaine,,1,actor
nm2618497,Ingrid Haas,,1,actress
nm1822548,Brian W. Seibert,,1,actor
nm1576827,Ricardo Valdez,,1,actor
nm3810473,Eun-Jung Ha,,1,actress
nm3786153,Young-geun Hong,,1,actor
nm0304093,Paresh Ganatra,,1,actor
nm4354240,Kiomars Giti,,1,actor
nm4356839,Sharareh Pasha,,1,actress
nm1296640,Michela Bruni,,1,actress
nm3647643,Luca Guastini,1982,1,actor
nm1728099,Eric Wareheim,1976,2,actor
nm1748780,Darya Charusha,1980,2,actress
nm3225373,Andris Gross,,1,actor
nm5207443,Erik Carlson,,1,actor
nm2191478,Ladan Mostofi,,2,actress
nm4356989,Samaneh Pakdel,,1,actress
nm0508417,Heling Li,,1,actress
nm4213496,Jennifer Tse,,2,actress
nm4358813,Claudia Zepeda,,1,actress
nm4358751,Karen de la Hoya,,1,actress
nm2438792,Kelly Paterniti,1987,1,actress
nm1785004,Shengyi Huang,1983,1,actress
nm0865652,Kara Tointon,1983,1,actress
nm0181787,Seth Gabel,1981,1,actor
nm0541082,Zosia Mamet,1988,4,actress
nm3136573,Jee Young Han,,1,actress
nm3794438,Chris Butler,,1,actor
nm4358735,Meredith Colchester,,1,actor
nm0531195,Vincent Macaigne,1978,8,actor
nm2455305,Cora Benesh,,1,actress
nm0403441,Gerard Hurley,,1,actor
nm3376756,Pimchanok Leuwisetpaiboon,1992,4,actress
nm0699654,Stavros Psyllakis,,1,actor
nm2248498,Kevin Morris,,1,actor
nm3836702,Mahalia Brown,,1,actress
nm0118837,Matylda Buczko,,1,actress
nm2326075,Vanessa Ray,1981,2,actress
nm3747813,Megan Guinan,,1,actress
nm4386106,Brittany Nicole Kovler,,1,actress
nm4672255,Lydia Pritchett,1988,1,actress
nm4397007,Anuar Nurpeisov,,1,actor
nm4299375,Maxim Akbarov,,1,actor
nm3171573,Ruth Reynolds,,2,actress
nm3201934,Madeline Merritt,,2,actress
nm4416788,Laurence Aldridge,,1,actor
nm3111493,Saranne Bensusan,1974,1,actress
nm0877613,Jane Turner,1960,1,actress
nm0727041,Gina Riley,1961,1,actress
nm3501465,Louise Grinberg,,1,actress
nm4362383,Juliette Darche,,1,actress
nm4226773,Thor Kristjansson,,2,actor
nm1778512,Jóhannes Haukur Jóhannesson,,4,actor
nm2267011,Laura Michelle Kelly,1981,1,actress
nm0444146,Ronan Keating,1977,1,actor
nm4362492,Diljit Dosanjh,,16,actor
nm2738083,Vindu Dara Singh,1964,1,actor
nm0860309,Jody Thompson,1976,1,actress
nm4367860,James Costa,,2,actor
nm4367864,Corinne Liz,,1,actress
nm2379685,Adrián Lastra,1984,3,actor
nm4372375,Sahin Ka,,1,actor
nm3601295,San Bingöl,,1,actor
nm4748817,Sherri Eakin,,2,actress
nm1647994,Natasha Alam,1983,2,actress
nm2957727,Anvar Hasanov,1950,2,actor
nm3678277,Sayavus Safiyev,,1,actor
nm1042002,So-jeong Yun,1944,1,actress
nm2375377,Gerald Anderson,1989,4,actor
nm1504755,Kim S. Falck-Jørgensen,,1,actor
nm5705214,Mariam Buturishvili,,1,actress
nm5588722,Mert Aksac,,1,actor
nm5120702,Turgay Atalay,,1,actor
nm5554445,Lika Babluani,1999,2,actress
nm2140276,Ariel Castro,,1,actor
nm2293113,Raquel Escribano,,1,actress
nm1900587,Héctor Morales,1982,1,actor
nm2115972,Veronica Diaz Carranza,,2,actress
nm4369794,Yumi Furukawa,,1,actress
nm4057101,Sayaka Hanamura,,1,actress
nm3011788,Pauline Etienne,1989,7,actress
nm5084527,Belén Rodríguez,1984,1,actress
nm1900135,Levi van Kempen,1988,1,actor
nm2441383,Liza Sips,1990,1,actress
nm0283515,Katherine Flynn,1982,1,actress
nm0557678,Grant Masters,1964,1,actor
nm2014223,Pete Doherty,1979,1,actor
nm1939016,Jacob Zachar,1986,2,actor
nm1054247,Alexa Nikolas,1992,1,actress
nm1394133,Esteban Lamothe,1977,4,actor
nm0063185,Álvaro Bayona,,1,actor
nm0034412,Fernando Arevalo,,3,actor
nm9900974,Cody Damon,,1,actor
nm4373557,Jarinporn Joonkiat,,3,actress
nm1488800,Ti West,1980,1,actor
nm5146515,David Rawle,,1,actor
nm0656943,David Paisley,1979,1,actor
nm4378467,Christina De Vallee,,1,actress
nm3846716,Cameron Deane Stewart,,4,actor
nm0435111,Astrida Kairisha,1941,1,actress
nm4109485,Daren Ackerman,,1,actor
nm3404934,Charlie Bewley,1981,3,actor
nm5488033,Lielle Tova Blinkoff,,1,actress
nm2965744,Conal Byrne,,1,actor
nm1215809,Sung-Hyun Baek,1989,1,actor
nm3556568,Sebastián Badilla,,4,actor
nm3633959,Denise Rosenthal,1990,1,actress
nm3036319,Francesco Montanari,1984,1,actor
nm2057064,Vanessa Hessler,1988,1,actress
nm4038059,Ann Augustine,,3,actress
nm0025435,Simon Amstell,1979,1,actor
nm0112868,Michel Brown,1976,1,actor
nm2738630,Jorge Luis Moreno,1981,1,actor
nm7607873,Stefanie Martini,1990,1,actress
nm2238342,Isis Valverde,1987,3,actress
nm1752221,Gina Rodriguez,1984,5,actress
nm1648381,Jenni Rivera,1969,1,actress
nm4289866,Ryôta Ozawa,1988,1,actor
nm4290253,Yûki Yamada,1990,2,actor
nm0672156,Brad Pennington,1978,1,actor
nm2795639,Clint Browning,,1,actor
nm4475393,Alexandre Rodriguez,,1,actor
nm4475194,Savitri Joly-Gonfard,,1,actor
nm1549889,Guido Kangur,1956,1,actor
nm0059958,Roman Baskin,1954,2,actor
nm3935748,Yannis Rubus Rubulias,,2,actor
nm3975816,Vasilis Logios,,1,actor
nm1260407,Felicia Day,1979,2,actress
nm3592238,Caleb Wolfe,,1,actor
nm1546347,Ed Kelly,,1,actor
nm6579795,Sheena Chohan,,2,actress
nm4381591,Wiz Khalifa,1987,1,actor
nm1745224,Tsuyoshi Hayashi,1982,1,actor
nm0278612,Merih Firat,,1,actress
nm6855221,Alicia Costa Cholbi,,1,actor
nm4415333,Edward Coupland,,1,actor
nm4391275,Dayle Teegarden,,1,actor
nm3859897,Nicky Modlin,1978,1,actor
nm1055682,Arron Kinser,1983,1,actor
nm3826755,Marissa Pistone,1988,1,actress
nm1836109,Sido,1980,2,actor
nm1813761,Bobby Tight,1979,1,actor
nm0130198,Greg Callahan,,1,actor
nm4661597,Yunona Anders,,1,actress
nm4587455,Edwin Autridge,1991,1,actor
nm3595344,Victoire Bélézy,,1,actress
nm0675521,Raphaël Personnaz,1981,9,actor
nm4390733,Ionut Visan,,1,actor
nm0004696,Buzz Aldrin,1930,2,actor
nm0066976,Adam Behr,,1,actor
nm3564849,Pedro De los Santos,,1,actor
nm4637023,Teresa Ramírez Aguirre,,1,actress
nm1047913,Glen Gould,,2,actor
nm3988732,Zach Tovey,,1,actor
nm8562091,Mehdi Hosseinina,,1,actor
nm0523061,Tarik Lowe,,1,actor
nm4394445,Chawin Likitjareonpong,,1,actor
nm1317171,Paula Taylor,1983,1,actress
nm3944956,David A. Crellin,,1,actor
nm4394311,Roxi D'Lite,,1,actress
nm4045867,Garrett Backstrom,1995,1,actor
nm1727541,Arda Kural,1980,1,actor
nm8778068,Gulseren Aygun,,1,actress
nm0883007,Christian Vadim,1963,1,actor
nm2554052,Jordin Sparks Thomas,1989,1,actress
nm1728959,Christina Ulloa,1982,1,actress
nm1645313,Chris Lowell,1984,1,actor
nm8415110,Roger Burroughes,,1,actor
nm6203418,Daran Somers,,1,actor
nm2503061,Ibrahim Selim,,1,actor
nm4395748,Pinar Tore,,1,actress
nm1770292,Ari Sorrentino,,1,actor
nm4973365,Matt Achine,,1,actor
nm0088770,Suziey Block,1978,2,actress
nm1670601,Tom Pelphrey,1982,2,actor
nm1949610,Michael Cook,1954,2,actor
nm2385337,Shannon McDonough,,2,actress
nm4726634,Haley Lu Richardson,1995,8,actress
nm4397556,Barrett Carnahan,,1,actor
nm3697467,Hunter Cope,1987,1,actor
nm3270229,Déborah Révy,1987,1,actress
nm3509272,Hélène Zimmer,,1,actress
nm2978540,Andy Scott Harris,1998,1,actor
nm0007061,Leslie Stevens,1964,1,actress
nm4398676,Ryan Ballance,,1,actor
nm3768597,Michael Castro,,1,actor
nm4672271,Pamela Chan,,1,actress
nm0539155,Paula Malcomson,1970,1,actress
nm2624186,Caitlin FitzGerald,,2,actress
nm1622028,Maria Peszek,1973,1,actress
nm1083404,Sarah Shahi,1980,1,actress
nm6458151,Paulo Goulart Filho,1965,1,actor
nm4271961,Sara Arjun,,4,actress
nm4435356,Rajvvir Aroraa,,1,actor
nm4403852,Sinan Hancili,,1,actor
nm6137677,Engin Sert,,1,actor
nm3300074,Holger Andersson,,1,actor
nm4844938,Nils Westblom,,1,actor
nm6536499,Jordan Bakke,,1,actor
nm4403923,Bethany Berryessa,,1,actress
nm3228674,Valentina D'Andrea,,1,actress
nm2948340,Andrea De Bruyn,,1,actor
nm1158874,En-Chun Chiao,1967,1,actor
nm3345922,Katie Peterson,,1,actress
nm4406302,Shea Stewart,,1,actress
nm3462228,Blake Freeman,,2,actor
nm0002326,Al Sapienza,1956,2,actor
nm4406483,Julio Citarella,,1,actor
nm4028577,Débora Dejtiar,,1,actress
nm4393699,Sarah Gobble,1983,1,actress
nm4393917,Brian Lewis,1983,1,actor
nm3827087,Sae-byeok Song,,1,actor
nm3315713,Si-young Lee,1982,3,actress
nm6610915,Luis Burbano Burgos,,1,actor
nm4408571,Paula Paez,,1,actress
nm2394103,Jason Gerhardt,,1,actor
nm1320897,Tian Jing,,3,actress
nm4410185,Yle Vianello,,1,actress
nm0134480,Salvatore Cantalupo,1959,1,actor
nm2731235,Alvin Cowan,,1,actor
nm1232602,Steve Guilmette,,1,actor
nm1854833,Sahin Irmak,1981,4,actor
nm1202823,Emin Gürsoy,1968,1,actor
nm3699464,Jang-hoon Ahn,,1,actor
nm0359188,Jae-Suk Han,1973,1,actor
nm2209384,Nathan Anderson,1983,1,actor
nm3081543,Tina Tanzer,,1,actress
nm2270788,David Ian Lee,,1,actor
nm2315650,Timothy McCracken,,1,actor
nm1563736,Bronson Pelletier,1986,1,actor
nm3731186,Samuel Feeney,,1,actor
nm4432728,Kevin Agnes,,1,actor
nm4432814,Summer Britt,,1,actress
nm4914048,Chang-Mien Chang,,1,actress
nm4411208,Cheng-Ping Chao,1968,1,actor
