imdb_name_id,name,amount of movies
nm0905729,George Waggner,8
nm0147749,Ralph Ceder,1
nm0664257,Gabriel Pascal,2
nm0294094,Harold French,16
nm0000180,David Lean,17
nm0001379,John Huston,36
nm0605093,William Morgan,3
nm0744023,Roberto Rossellini,25
nm0302143,Alejandro Galindo,3
nm0537881,Herbert Maisch,1
nm0710924,Irving Rapper,21
nm0519845,António Lopes Ribeiro,2
nm0103192,David Bradley,4
nm0812827,Mario Soldati,6
nm0389219,Kurt Hoffmann,16
nm0194018,Jack Cutting,2
nm0412650,Ub Iwerks,1
nm0945428,Kajirô Yamamoto,2
nm0000041,Akira Kurosawa,32
nm0202088,Jules Dassin,22
nm0334123,Jo Graham,2
nm0210701,Manoel de Oliveira,30
nm0523994,S. Roy Luby,1
nm0167241,Henri-Georges Clouzot,11
nm0237424,Arthur Dreifuss,10
nm0373871,Graham Heid,1
nm0766402,Paul Satterfield,1
nm0330456,Michael Gordon,19
nm0217035,Miguel M. Delgado,35
nm0325135,Willis Goldbeck,9
nm0617358,Emil Martonffi,1
nm0844499,István Szöts,1
nm0496468,Charles Lederer,3
nm0157102,Mikheil Chiaureli,3
nm0361068,Rolf Hansen,2
nm0218119,Lucas Demare,1
nm0020980,Robert Allen,1
nm0459627,Herbert Kline,2
nm0711859,Ákos Ráthonyi,3
nm0281381,Fred Fleck,1
nm0936404,Robert Wise,39
nm0345956,Pierre Guerlais,1
nm0707264,Yuli Raizman,4
nm0506797,Albert Lewin,7
nm0035199,Leslie Arliss,5
nm0018136,Goffredo Alessandrini,1
nm0103855,Carlo Ludovico Bragaglia,9
nm0628149,Joseph M. Newman,23
nm0696247,Emeric Pressburger,15
nm0899581,Luchino Visconti,14
nm0591486,Vincente Minnelli,38
nm0722852,Francisco Ribeiro,1
nm0488295,John Francis Larkin,1
nm0844538,José Luis Sáenz de Heredia,5
nm0634402,Sergei Nolbandov,1
nm0091430,Budd Boetticher,26
nm0754351,Orvo Saarikivi,1
nm0003506,James Mangold,11
nm0099592,Roy Boulting,21
nm0403126,Lawrence Huntington,10
nm0104794,Philip Brandon,1
nm0005738,Byron Haskin,22
nm0683993,William H. Pine,3
nm0543243,Bruce Manning,1
nm0000975,Robert Bresson,12
nm0494110,Reginald Le Borg,22
nm0094801,Mario Bonnard,3
nm0145336,William Castle,45
nm0894509,Robert Vernay,2
nm0239069,Arthur Duarte,4
nm0849806,Robert Emmett Tansey,2
nm0656496,Marcello Pagliero,2
nm0202681,Delmer Daves,28
nm0102749,Julio Bracho,3
nm0421165,Humphrey Jennings,1
nm0362567,Cedric Hardwicke,1
nm0001366,Leslie Howard,1
nm0733476,Mark Robson,31
nm0346436,Val Guest,33
nm0629580,Dudley Nichols,3
nm0455839,Keisuke Kinoshita,23
nm0752541,Frank Ryan,3
nm0831720,Andrew L. Stone,19
nm0293989,Friz Freleng,7
nm0255727,Ossi Elstelä,1
nm0928208,Fred M. Wilcox,10
nm0319148,Sidney Gilliat,13
nm0490950,Frank Launder,15
nm0075318,William Berke,26
nm0902082,Josef von Báky,4
nm0914972,Harry Watt,6
nm0313695,Jean Georgescu,3
nm0211964,André De Toth,30
nm0469915,Norman Krasna,3
nm0786607,Vernon Sewell,16
nm0919968,Gordon Wellesley,1
nm0070670,Laslo Benedek,10
nm0217325,Jeffrey Dell,4
nm0482742,Karel Lamac,6
nm0783509,Herbert Selpin,1
nm0459801,Werner Klingler,3
nm0501326,Hannu Leminen,2
nm0795864,Herman Shumlin,2
nm0005803,Hal Mohr,1
nm0592238,Yves Mirande,1
nm0273477,Emilio Fernández,15
nm0595804,Léonide Moguy,3
nm0705535,Michael Radford,12
nm0087831,Edward A. Blatt,3
nm0926636,Richard Whorf,8
nm0317856,Rafael Gil,2
nm0505610,Henry Levin,42
nm0902270,Gunther von Fritsch,2
nm0449462,James V. Kern,6
nm0525725,Leonid Lukov,2
nm0919012,Helmut Weiss,2
nm0187769,Charles Crichton,18
nm0554249,Andrew Marton,19
nm0803549,Alf Sjöberg,3
nm0005727,Mutz Greenbaum,1
nm0359310,Victor Hanbury,1
nm0005674,Arthur Crabtree,8
nm0644048,Clifford Odets,2
nm0020765,Lewis Allen,15
nm0461497,Bernard Knowles,9
nm0006388,David O. Selznick,2
nm0419282,Will Jason,4
nm0542649,Anthony Mann,37
nm0029363,Isidor Annensky,2
nm0766755,Charles Saunders,10
nm0342622,Wallace Grissell,3
nm0627438,Edgar Neville,6
nm0726729,Gennaro Righelli,2
nm0122483,Paul Burnford,1
nm0053484,Joseph Barbera,8
nm0360253,William Hanna,8
nm0503950,Nikolay Leshchenko,1
nm0847641,Rza Takhmasib,1
nm0403855,Rolf Husberg,4
nm0643443,Arch Oboler,6
nm0636494,Max Nosseck,4
nm0357607,Robert Hamer,12
nm0780833,George Seaton,21
nm0907779,Hal Walker,8
nm0540716,André Malraux,1
nm0676006,Boris Peskine,1
nm0862218,Alexis Thurn-Taxis,1
nm0172935,Walter Colmes,3
nm0202842,Charles David,1
nm0075562,Abby Berlin,11
nm0134831,Yakima Canutt,4
nm0077587,John Berry,13
nm0495838,Raymond Leboursier,1
nm0859651,William C. Thomas,3
nm0105175,Fred C. Brannon,15
nm0444217,Vernon Keays,2
nm0409741,Bodil Ipsen,3
nm0491504,Lau Lauritzen,5
nm0439597,Phil Karlson,39
nm0916271,Robert D. Webb,12
nm0388965,John Hoffman,2
nm0314584,Pietro Germi,14
nm0314671,Clyde Geronimi,11
nm0001415,Elia Kazan,19
nm0739794,Antonio Román,2
nm0782846,Hideo Sekigawa,2
nm0490444,Alberto Lattuada,24
nm0167496,René Clément,19
nm0500749,José Leitão de Barros,1
nm0281507,Richard Fleischer,44
nm0238810,Jean Dréville,8
nm0167353,Harold Clurman,1
nm0076750,Jack Bernhard,7
nm0000005,Ingmar Bergman,37
nm3472679,Spencer Williams,1
nm0377434,Bjarne Henning-Jensen,1
nm0000581,Joseph L. Mankiewicz,20
nm0871266,Alfred Travers,1
nm0746753,William Rowland,3
nm0950662,Konstantin Yudin,2
nm0674759,Nat Perrin,1
nm0483896,Georges Lampin,4
nm0285831,Philip Ford,2
nm0099589,John Boulting,12
nm0088541,Marcel Blistène,2
nm0179994,Robert Cormack,1
nm0575008,Joshua Meador,1
nm0914112,John Waters,1
nm0552058,Charles Martin,4
nm0310449,Roberto Gavaldón,12
nm0925423,Sam White,1
nm0955901,Vasily Zhuravlyov,2
nm0001811,Peter Ustinov,3
nm0071682,Compton Bennett,10
nm0836328,John Sturges,39
nm0287836,Harve Foster,1
nm0144677,Renato Castellani,7
nm0819806,R.G. Springsteen,19
nm0735879,Ismael Rodríguez,21
nm0796923,Don Siegel,29
nm0319574,Stuart Gilmore,3
nm0043791,Lemuel Ayers,1
nm0507673,Robert Lewis,2
nm0701442,Merrill Pye,1
nm0335455,James Edward Grant,2
nm0949031,Kôzaburô Yoshimura,2
nm0718466,Dean Riesner,1
nm0330036,Robert Gordon,6
nm0744035,Robert Rossen,10
nm0806692,Ralph Smart,5
nm0211459,Giuseppe De Santis,9
nm0292720,Riccardo Freda,18
nm0222157,Jean Devaivre,2
nm0751514,William D. Russell,3
nm0498693,Roger Leenhardt,1
nm0725257,Hans Richter,2
nm0560395,Mario Mattoli,13
nm0001905,Yves Allégret,7
nm0535512,Kurt Maetzig,4
nm0086251,George Blair,4
nm0788058,Maxwell Shane,5
nm0432031,Rudolf Jugert,3
nm0849474,Senkichi Taniguchi,3
nm0910199,Charles Walters,24
nm0349426,Manuel Gutiérrez Aragón,11
nm0083063,Josh Binney,2
nm0290870,Charles Frank,1
nm0366942,Don Hartman,4
nm0005789,Rudolph Maté,27
nm0139878,Thomas Carr,9
nm0904706,Otakar Vávra,6
nm0300010,Martin Gabel,1
nm0023012,Robert Alton,2
nm0166996,Maurice Cloche,1
nm0001928,Roy Ward Baker,30
nm0952737,Luigi Zampa,19
nm0942007,Basil Wrangell,2
nm0928644,W. Lee Wilder,11
nm0278272,Edward Finney,1
nm0005898,Ted Tetzlaff,12
nm0930178,Brock Williams,1
nm0082581,Pierre Billon,2
nm0442151,George S. Kaufman,1
nm0578483,Jean-Pierre Melville,13
nm0414732,Johan Jacobsen,2
nm0623768,Ronald Neame,25
nm0208111,Frederick De Cordova,13
nm0780695,Francis Searle,5
nm0902839,Géza von Radványi,6
nm0497442,Jack Lee,9
nm0161529,Chusheng Cai,2
nm0955622,Junli Zheng,3
nm0118839,Leonard Buczkowski,3
nm0105774,Harald Braun,1
nm0004292,Raj Kapoor,5
nm0147265,André Cayatte,16
nm0735904,Joselito Rodríguez,2
nm0256831,Cy Endfield,15
nm0727225,Carlo Rim,2
nm0252475,Hasse Ekman,4
nm0076618,Edward Bernds,24
nm0521334,Joseph Losey,32
nm0002175,Ken Annakin,37
nm0159216,Michael C. Chorlton,1
nm0554924,Gilberto Martínez Solares,10
nm0232902,Jack Donohue,7
nm0950109,Terence Young,34
nm0682734,Arthur Pierson,3
nm0512854,John F. Link Sr.,1
nm0023813,Luis César Amadori,3
nm0205760,Tito Davison,2
nm0415080,Felix Jacoves,2
nm0698894,Peter Proud,1
nm0703124,Perdigão Queiroga,1
nm0083125,Claude Binyon,5
nm0689796,Abraham Polonsky,4
nm0593632,Oswald Mitchell,2
nm0723710,Roy Rich,1
nm0740284,Alfred Roome,2
nm0934827,Bretaigne Windust,5
nm0618321,Titus Vibe-Müller,1
nm0513621,Robert L. Lippert,1
nm0649563,Juan de Orduña,3
nm0370821,Richard Haydn,3
nm0143900,Henry Cass,7
nm0830150,France Stiglic,5
nm0167282,St. John Legh Clowes,1
nm0416049,Wanda Jakubowska,1
nm0359467,Slim Hand,1
nm0279807,Terence Fisher,39
nm0831590,Aleksandr Stolper,2
nm0378540,F. Hugh Herbert,2
nm0848121,Gregg G. Tallas,5
nm0567754,Fergus McDonell,1
nm0054374,Richard L. Bare,9
nm0458030,Lars-Eric Kjellgren,1
nm0126547,Frigyes Bán,2
nm0712947,Nicholas Ray,25
nm0083783,Daniel Birt,3
nm0295367,Seymour Friedman,9
nm0850895,Frank Tashlin,23
nm0300818,Jack Gage,1
nm0515796,Lorenzo Llobet Gracia,1
nm0139606,Bernard Carr,1
nm0878604,Derek N. Twist,2
nm0006371,Mehboob Khan,4
nm0201493,Antony Darnborough,2
nm0332737,Alberto Gout,2
nm0876440,Montgomery Tully,15
nm0503622,Joseph Lerner,2
nm0337103,Godfrey Grayson,5
nm0256488,Luciano Emmer,5
nm0287931,Lewis R. Foster,15
nm0337377,Ulf Greber,1
nm0804752,Arne Skouen,4
nm0757157,Alekos Sakellarios,39
nm0041642,Jacqueline Audry,3
nm0859387,Ralph Thomas,37
nm0670874,Anthony Pelissier,6
nm0002087,Samuel Fuller,22
nm0173728,Luigi Comencini,26
nm0548529,Fletcher Markle,4
nm0106505,Irving Brecher,3
nm0638947,Kálmán Nádasdy,1
nm0710524,László Ranódy,4
nm0071657,Charles Bennett,2
nm0025399,Kamal Amrohi,3
nm0002164,Irving Allen,2
nm0445454,Márton Keleti,6
nm0526946,Ida Lupino,5
nm0502688,Leon Leonard,1
nm0002045,Stanley Donen,28
nm0180191,Henry Cornelius,5
nm0778756,Giuseppe Maria Scotese,2
nm0076424,Bernard-Roland,1
nm0231401,Anton Gino Domenighini,1
nm0823906,Wolfgang Staudte,9
nm0736093,Roberto Rodríguez,3
nm0697195,Will Price,3
nm0794793,Lee Sholem,13
nm0598102,Mario Monicelli,45
nm0826642,Steno,42
nm0170780,Sidney Cole,1
nm0285497,Aleksander Ford,3
nm0533241,Alexander Mackendrick,10
nm0295901,Ragnar Frisk,10
nm0100959,Dallas Bower,1
nm0759238,Julio Salvador,2
nm0423329,Léo Joannon,2
nm0149631,Youssef Chahine,22
nm0631370,José Antonio Nieves Conde,7
nm0048875,Robert S. Baker,5
nm0693398,Richard Pottier,6
nm0112218,Richard Brooks,24
nm0538938,Curzio Malaparte,1
nm0000774,Michelangelo Antonioni,19
nm0620929,Vojislav Nanovic,1
nm0526645,Dick Lundy,2
nm0666192,Don Patterson,1
nm0006761,Paul J. Smith,1
nm0562388,Gerald Mayer,6
nm0102124,Pat Boyette,1
nm0494435,Alan Le May,1
nm0757940,Richard Sale,10
nm0894204,Paul Verhoeven,1
nm0758744,Ville Salminen,3
nm0568565,Earl McEvoy,1
nm0499077,Guy Lefranc,2
nm0000019,Federico Fellini,22
nm0412274,Jon Iversen,4
nm0641045,Alice O'Fredericks,20
nm0496746,J. Lee Thompson,45
nm0319241,John Gilling,25
nm0293707,Hugo Fregonese,19
nm0291035,Melvin Frank,17
nm0659085,Norman Panama,13
nm0002072,Mel Ferrer,3
nm0413912,Pat Jackson,6
nm0678928,Joseph Pevney,28
nm0569638,Dorrell McGowan,2
nm0569708,Stuart E. McGowan,5
nm0854763,George Templeton,1
nm0598723,Edward Montagne,5
nm0206031,Norman Dawn,2
nm0408033,Tadashi Imai,5
nm0027183,Michael Anderson,32
nm0515491,Carlo Lizzani,21
nm0550777,William Marshall,2
nm0951492,Miguel Zacarías,1
nm0623401,Ray Nazarro,14
nm0428195,Harmon Jones,13
nm0244870,Guru Dutt,2
nm0918659,Don Weis,19
nm0065139,George Beck,1
nm0363623,Falk Harnack,2
nm0479720,Maurice Labro,2
nm0613377,Manuel Mur Oti,2
nm0873240,Jirí Trnka,4
nm0538709,Milos Makovec,1
nm0663577,Robert Parrish,19
nm0175039,W. Merle Connell,4
nm0685265,Robert Pirosh,5
nm0030762,Franz Antel,11
nm0114436,Phil Brown,1
nm0560489,Arne Mattsson,10
nm0301863,Joze Gale,3
nm0605245,Kazuo Mori,10
nm0743407,Frank Ross,1
nm0952761,Mario Zampi,6
nm0912766,Charles Marquis Warren,13
nm0065259,Reginald Beck,1
nm0124236,Anthony Bushell,2
nm0767473,Roberto Savarese,1
nm0579781,Gian Carlo Menotti,1
nm0298288,Lester Fuller,1
nm0001682,Mickey Rooney,1
nm0841049,Torben Anton Svendsen,1
nm0470932,Harold F. Kress,3
nm0714762,Kadiri Venkata Reddy,2
nm0949272,Anthony Young,1
nm0347589,Sacha Guitry,6
nm0220645,Robert C. Dertano,2
nm0865285,Sherman Todd,1
nm0199954,Harold Daniels,4
nm0318150,Lewis Gilbert,33
nm0208370,Eduardo De Filippo,4
nm0439107,László Kardos,4
nm0313884,Maurice Geraghty,1
nm0022331,Aleksandr Alov,6
nm0622643,Vladimir Naumov,6
nm0767514,Igor Savchenko,1
nm0638528,Christian Nyby,4
nm0663653,Gordon Parry,7
nm0618261,Nils R. Müller,1
nm0598746,Elizabeth Montagu,1
nm0691283,Leo C. Popkin,1
nm0745866,Russell Rouse,9
nm0107756,Lou Breslow,1
nm0327950,Rogelio A. González,9
nm0704841,Arthur Maria Rabenalt,1
nm0394409,Jerry Hopper,15
nm0080332,Vijay Bhatt,1
nm0342156,Paul Grimault,2
nm0395105,Harry Horner,7
nm0432846,Nathan Juran,22
nm0780764,Fred F. Sears,24
nm0894577,Henri Verneuil,27
nm0253168,John Eldridge,3
nm0024120,Rod Amateau,7
nm0793881,Kaneto Shindô,12
nm0542702,Daniel Mann,21
nm0483738,Albert Lamorisse,2
nm0565251,Michael McCarthy,3
nm0149810,Amiya Chakrabarty,1
nm0737053,Maclean Rogers,4
nm0779670,Peter Graham Scott,8
nm0399524,John Hubley,3
nm0420938,Patrick Jenkins,1
nm0400403,Roy Huggins,1
nm0641007,George More O'Ferrall,5
nm0718838,Michael Relph,4
nm0718106,Gottfried Reinhardt,5
nm0742985,Willy Rozier,1
nm0105874,Vladimir Braun,1
nm0347086,John Guillermin,26
nm0402161,André Hunebelle,20
nm0935382,Michael Winner,28
nm0315547,Ritwik Ghatak,8
nm2834389,John Beal,1
nm0405509,Roland af Hällström,1
nm0650259,Ron Ormond,4
nm0081948,Jean-Yves Bigras,1
nm0486538,Noel Langley,4
nm0703689,Richard Quine,25
nm0051926,Poul Bang,10
nm0357891,Guy Hamilton,18
nm0204144,Allan Davis,1
nm0445650,Harry Keller,11
nm0408348,Hiroshi Inagaki,11
nm0811102,Aleksandra Snezhko-Blotskaya,2
nm0412108,Ivan Ivanov-Vano,6
nm0107132,Milton H. Bren,1
nm0088923,Erik Blomberg,1
nm0491852,Arnold Laven,11
nm0314973,Viktor Gertler,2
nm0623178,Raja Nawathe,4
nm0289474,Clemente Fracassi,1
nm0382529,Jesse Hibbs,11
nm0556255,Francesco Maselli,5
nm0728271,Dino Risi,45
nm0494885,Philip Leacock,14
nm0522123,Eugène Lourié,4
nm0111656,Peter Brook,6
nm0305557,Luis García Berlanga,17
nm0000736,Robert Aldrich,30
nm0012409,Franklin Adreon,5
nm0057022,Lima Barreto,1
nm0002116,Paul Guilfoyle,2
nm0385227,Arthur Hilton,1
nm0755068,Jean Sacha,1
nm0446053,Roy Kellino,2
nm0006615,Mauro Bolognini,34
nm0054219,Juan Antonio Bardem,12
nm0875973,Phil Tucker,2
nm0165107,Stephen Clarkson,1
nm0746950,Bimal Roy,7
nm0538032,Anton Giulio Majano,2
nm0024155,Giuseppe Amato,1
nm0031196,Edoardo Anton,1
nm0791084,Sidney Sheldon,3
nm0000040,Stanley Kubrick,13
nm0870311,Shirô Toyoda,4
nm0304681,Alvin Ganzer,2
nm0000791,Jack Arnold,22
nm0261400,Harry Essex,3
nm0628540,Joel Newton,1
nm0846005,Vakhtang Tabliashvili,1
nm0311491,Shalva Gedevanishvili,1
nm0727211,Wolf Rilla,10
nm0039107,Ray Ashley,1
nm0257129,Morris Engel,3
nm0649907,Ruth Orkin,2
nm0471341,Milton Krims,1
nm0890780,Vittorio Vassarotti,1
nm0834744,Herbert L. Strock,11
nm0856682,Herbert Tevos,1
nm0080576,Roberto Bianchi Montero,2
nm0096180,Bernard Borderie,13
nm0691947,Rafael E. Portas,1
nm0517833,Armand Lohikoski,11
nm0848234,Richard Talmadge,3
nm0257148,Thomas Engel,1
nm0018897,Sica Alexandrescu,2
nm0407743,Victor Iliu,2
nm0894709,Richard Vernon,1
nm0223354,Nirmal Dey,1
nm0290041,Gianni Franciolini,4
nm0345373,Alfredo Guarini,1
nm0682881,Antonio Pietrangeli,11
nm0114490,Reg Browne,1
nm0694090,Dick Powell,5
nm0101504,Muriel Box,9
nm0667666,Paul Paviot,1
nm0216089,René Delacroix,1
nm0350744,Gratien Gélinas,1
nm0428572,Albert Zugsmith,8
nm0833534,Walter Strate,1
nm0220131,Hans Deppe,3
nm0003904,Paul May,5
nm0800547,Giorgio Simonelli,4
nm0521629,Jean Loubignac,1
nm0157061,Mario Chiari,1
nm0670983,Glauco Pellegrini,1
nm0063313,Yakov Bazelyan,1
nm0660886,Sergei Parajanov,6
nm0554169,Leslie H. Martinson,8
nm0290371,Pietro Francisci,6
nm0425913,Nunnally Johnson,7
nm0528927,Francis D. Lyon,13
nm0451576,Iosif Kheifits,6
nm0037022,Prakash Arora,1
nm0917751,Alfred Weidenmann,8
nm0316282,Ettore Giannini,1
nm0670559,Douglas Peirce,1
nm0760170,Edward Sampson,1
nm0744810,Cy Roth,1
nm0137999,Richard Carlson,3
nm0767890,Leopoldo Savona,7
nm0002146,James Wong Howe,2
nm0393094,Ishirô Honda,41
nm0171385,Duilio Coletti,4
nm0645041,Stig Olin,1
nm0400731,Ken Hughes,19
nm0440869,Matti Kassila,18
nm0000248,Edward D. Wood Jr.,6
nm0753757,György Révész,4
nm0538652,Károly Makk,10
nm0548094,Ernst Marischka,6
nm0635554,Leslie Norman,9
nm0658816,David Paltenghi,3
nm0335093,Gilles Grangier,16
nm0016136,Benito Alazraki,3
nm0187671,Alfredo B. Crevenna,4
nm0337885,Guy Green,17
nm0744185,Franco Rossi,8
nm0462322,Howard W. Koch,11
nm0232527,Walter Doniger,3
nm0049307,Burt Balaban,3
nm0231030,Siko Dolidze,3
nm0451869,Levan Khotivari,3
nm0715862,Annelise Reenberg,12
nm0741673,Sherman A. Rose,2
nm0025608,Chetan Anand,7
nm0870300,Wendy Toye,4
nm0247050,David Eady,2
nm0643871,Motoyoshi Oda,5
nm0557840,Camillo Mastrocinque,12
nm0412159,Aleksandr Ivanovsky,1
nm0467035,Nadezhda Kosheverova,7
nm0774253,Franz Schnyder,3
nm0111357,Alan Bromly,1
nm0060742,Joy Batchelor,1
nm0354691,John Halas,2
nm0000339,Roger Corman,54
nm0204016,Valentine Davies,1
nm0863780,Semyon Timoshenko,2
nm0195140,Luigi Filippo D'Amico,4
nm0001175,Blake Edwards,37
nm0954724,Karel Zeman,9
nm0703351,Hans Quest,2
nm0879755,Tomu Uchida,9
nm0659992,Domenico Paolella,13
nm0662368,John Parker,1
nm0893093,Vladimir Vengerov,3
nm0591142,Allen H. Miner,4
nm0573775,Bob McNaught,3
nm0161785,Yves Ciampi,1
nm0388913,Herman Hoffman,3
nm0265535,William Fairchild,3
nm0332330,Charles S. Gould,1
nm0330026,Bert I. Gordon,20
nm0406728,Kon Ichikawa,24
nm0299586,Zoltán Fábri,12
nm0692414,Rafael Portillo,6
nm0485871,Otto Lang,1
nm0002156,Tengiz Abuladze,7
nm0158523,Rezo Chkheidze,4
nm0755805,Letif Safarov,1
nm0291201,Cyril Frankel,11
nm0934013,Richard Wilson,8
nm0542720,Delbert Mann,16
nm0040150,Alexandre Astruc,2
nm0335137,Anatoliy Granik,2
nm0772191,Wolfgang Schleif,4
nm0001452,Charles Laughton,1
nm0006452,Stanley Kramer,15
nm0506889,Al Lewis,1
nm0785272,Mauricio de la Serna,1
nm0006249,Satyajit Ray,28
nm0889513,Agnès Varda,12
nm0906667,Andrzej Wajda,35
nm0242897,Philip Dunne,10
nm0322706,Peter Glenville,7
nm0050853,Erik Balling,23
nm0532030,Ranald MacDougall,6
nm0958801,Valerio Zurlini,8
nm0709309,Pedro L. Ramírez,3
nm0673051,Nelson Pereira dos Santos,11
nm0274843,Frank Ferrin,1
nm0462163,Erich Kobler,1
nm0068691,Earl Bellamy,12
nm0789520,Melville Shavelson,11
nm0215085,Edward Dein,3
nm0525699,Ivan Lukinsky,3
nm0584794,André Michel,1
nm0128050,Michael Cacoyannis,12
nm0180369,Hubert Cornfield,7
nm0874295,Michael Truman,3
nm0481838,Edvin Laine,9
nm0058826,Hall Bartlett,8
nm0400415,R. John Hugh,1
nm0412235,Joris Ivens,1
nm0507316,Jay Lewis,3
nm0469436,David Kramarsky,1
nm0686340,Lou Place,2
nm0621999,Edward Nassour,1
nm0652631,Gerd Oswald,12
nm0920862,Paul Wendkos,15
nm0451846,Raj Khosla,13
nm0092330,Michel Boisrond,12
nm0856893,Anant Thakur,1
nm0442819,Jerzy Kawalerowicz,7
nm0083496,Russell Birdwell,1
nm0792822,John Sherwood,3
nm0304431,Albert C. Gannaway,3
nm0826264,Karel Steklý,2
nm0301145,Leonid Gaidai,17
nm0627561,Valentin Nevzorov,1
nm0294850,Yan Frid,1
nm0895259,Bruno VeSota,3
nm0811344,Alec C. Snowden,1
nm0721949,Sheldon Reynolds,4
nm0614645,Richard Murphy,2
nm0080867,Abner Biberman,2
nm0572132,Andrew V. McLaglen,25
nm0872274,Georg Tressler,4
nm0025504,Julian Amyes,2
nm0902108,Volker von Collande,1
nm0753665,Maurice Régamey,2
nm0568228,Don McDougall,1
nm0689565,Jack Pollexfen,2
nm0596237,Amit Mitra,1
nm0593963,Sombhu Mitra,1
nm0570190,Don McGuire,2
nm0802377,Tapan Sinha,6
nm0298602,Hasse Funck,1
nm0752922,Eldar Ryazanov,23
nm0386973,Carl K. Hittleman,2
nm0617655,Fernando Méndez,5
nm0000878,Mario Bava,31
nm0902025,Eduard von Borsody,1
nm0912876,Jerry Warren,9
nm0309212,Pierre Gaspard-Huit,4
nm0900972,Virgil W. Vogel,4
nm0853138,Samuel A. Taylor,1
nm0223014,Eddie Dew,1
nm0004573,Paul Landres,8
nm0787382,Josef Shaftel,1
nm0061763,Branko Bauer,6
nm0177034,Fielder Cook,7
nm0590377,Dan Milner,2
nm0030917,Joseph Anthony,5
nm0781751,Alex Segal,4
nm0918458,Marvin R. Weinstein,1
nm0225704,Paul Dickson,1
nm0351918,Charles F. Haas,7
nm0008906,Salah Abouseif,13
nm0252860,Ahmad El-Sabawi,3
nm1856720,Amin Yousseff Ghurab,1
nm0038906,William Asher,11
nm0161055,Grigoriy Chukhray,5
nm0443609,Gennadiy Kazanskiy,3
nm0850168,Daniel Taradash,1
nm0286319,Michael Forlong,2
nm0684978,Konstantine Pipinashvili,1
nm0443051,Gilbert Kay,1
nm0793548,Kôji Shima,1
nm0452045,Marlen Khutsiev,6
nm0592483,Feliks Mironer,1
nm0850466,Aarne Tarkas,4
nm0649560,Wyott Ordung,1
nm0930536,Elmo Williams,2
nm0762628,Hu Sang,1
nm0001486,Sidney Lumet,41
nm0450230,Henry S. Kesler,1
nm0718467,Allen Reisner,3
nm0182244,Mario Costa,7
nm0038787,Ronald V. Ashcroft,1
nm0270489,Imre Fehér,1
nm0442929,Yûzô Kawashima,11
nm0458757,Gerhard Klein,2
nm0828720,Robert Stevens,4
nm0671862,Roger Vadim,14
nm0297105,Kurt Früh,3
nm0868355,Leopoldo Torre Nilsson,5
nm0789477,Alfred Shaughnessy,2
nm0858873,Gerald Thomas,41
nm0612914,Andrzej Munk,4
nm0000265,Robert Altman,36
nm0744612,Stanislav Rostotskiy,6
nm0336139,Walter Grauman,6
nm0586233,Aurel Miheles,3
nm0619321,Gheorghe Naghi,5
nm0108571,Jules Bricken,1
nm0728688,Martin Ritt,26
nm0612322,Robert Mulligan,19
nm0500722,Hermann Leitner,1
nm0137664,Edith Carlmar,6
nm0149548,Don Chaffey,20
nm0690597,Gillo Pontecorvo,5
nm0539360,Maleno Malenotti,1
nm0206560,Robert Day,13
nm0320637,Bernard Girard,8
nm2166217,Sidney Franklin Jr.,1
nm0840671,Seijun Suzuki,28
nm0186381,Kenneth G. Crane,4
nm0438649,Ajoy Kar,2
nm0390402,William J. Hole Jr.,4
nm0422425,Austen Jewell,2
nm0295053,David Friedkin,2
nm0288635,Gene Fowler Jr.,7
nm0517005,Roy Lockwood,1
nm0058885,Richard Bartlett,2
nm3510304,Viktor Gromov,1
nm0557945,Yasuzô Masumura,19
nm0136579,René Cardona,9
nm0437900,Hal Kanter,2
nm0523439,Nanni Loy,15
nm0657239,Fernando Palacios,6
nm0699750,Gianni Puccini,4
nm0041604,Michael Audley,1
nm0924825,George White,1
nm0375224,Olle Hellbom,18
nm0025629,Vijay Anand,7
nm0159148,B.R. Chopra,9
nm0624809,James Neilson,12
nm0349310,Tyrone Guthrie,1
nm0827537,Joseph Sterling,1
nm0236980,Oliver Drake,1
nm0611582,Subodh Mukherji,2
nm0025107,Antonio del Amo,2
nm0448949,Paul Kenworthy,1
nm0942723,Ralph Wright,1
nm0431295,Soja Jovanovic,4
nm0165493,William F. Claxton,6
nm0748979,Oscar Rudolph,4
nm0232795,Clive Donner,12
nm0000010,James Cagney,1
nm0040255,Lev Atamanov,1
nm0745700,Raymond Rouleau,1
nm0106764,Richard L. Breen,1
nm0000740,Irwin Allen,6
nm0307246,Jack Garfein,2
nm0348175,Gilbert Gunn,4
nm0549821,Jacques R. Marquette,1
nm0001500,Karl Malden,1
nm0403826,Nasir Hussain,9
nm0796541,Sergei Sidelyov,1
nm0678072,Boris Petroff,2
nm0577022,Kurt Meisel,1
nm0953516,Aleksandr Zarkhi,4
nm0895857,Victor Vicas,2
nm0156320,Hal E. Chester,2
nm0257288,Erich Engels,3
nm0001239,John Frankenheimer,28
nm0178578,Jodie Copelan,1
nm0489949,Carlo Lastricati,1
nm0001501,Louis Malle,20
nm0196536,Morton DaCosta,3
nm0001031,Claude Chabrol,55
nm0561797,Peter Maxwell,5
nm0947105,Irvin S. Yeaworth Jr.,3
nm0234893,Russell S. Doughten Jr.,2
nm0918896,Adrian Weiss,1
