year,month,genre,duration,first country,second country,Is second country,first language,second language,Is second language,production company,budget,first actor age,first actor amount of movies,first actor gender,second actor age,second actor amount of movies,second actor gender,director amount of movies,average rating
1966.0,10.0,1472.0,131,1.0,-1.0,0,1.0,14.0,1,2.0,7500000.0,34.0,37.0,2.0,41.0,42.0,1.0,19.0,8.0
1966.0,7.0,146.0,93,1.0,-1.0,0,1.0,-1.0,0,48.0,360000.0,26.0,34.0,1.0,26.0,2.0,2.0,54.0,5.7
1966.0,11.0,1103.0,96,1.0,-1.0,0,1.0,-1.0,0,557.0,800000.0,23.0,3.0,2.0,42.0,14.0,2.0,27.0,6.1
1967.0,10.0,1472.0,105,2.0,-1.0,0,1.0,-1.0,0,11414.0,600000.0,46.0,50.0,1.0,39.0,26.0,1.0,32.0,6.9
1967.0,9.0,581.0,103,13.0,-1.0,0,1.0,9.0,1,615.0,1325000.0,52.0,64.0,1.0,28.0,16.0,2.0,34.0,6.3
1969.0,10.0,1872.0,84,1.0,-1.0,0,1.0,-1.0,0,3843.0,50000.0,63.0,36.0,1.0,45.0,6.0,2.0,25.0,3.5
1967.0,9.0,1193.0,105,2.0,1.0,1,1.0,5.0,1,3844.0,3000000.0,42.0,41.0,1.0,25.0,10.0,2.0,19.0,5.6
1967.0,12.0,66.0,111,1.0,-1.0,0,1.0,-1.0,0,619.0,2500000.0,30.0,21.0,1.0,26.0,33.0,2.0,14.0,7.8
1967.0,3.0,611.0,179,1.0,-1.0,0,1.0,-1.0,0,619.0,13000000.0,37.0,37.0,1.0,30.0,34.0,2.0,11.0,6.6
1967.0,5.0,1075.0,98,1.0,-1.0,0,1.0,-1.0,0,5.0,4595000.0,45.0,35.0,2.0,37.0,37.0,1.0,23.0,5.6
1967.0,12.0,1060.0,131,2.0,1.0,1,1.0,3.0,1,2764.0,12000000.0,57.0,50.0,1.0,42.0,41.0,1.0,19.0,5.2
1967.0,12.0,1231.0,127,1.0,-1.0,0,1.0,-1.0,0,2112.0,3200000.0,42.0,49.0,1.0,42.0,20.0,1.0,15.0,8.1
1967.0,2.0,1193.0,120,2.0,-1.0,0,1.0,3.0,1,11428.0,3500000.0,43.0,33.0,1.0,33.0,55.0,2.0,2.0,6.1
1967.0,12.0,1243.0,93,4.0,13.0,1,3.0,6.0,1,1424.0,1677500.0,32.0,66.0,1.0,26.0,23.0,2.0,40.0,6.2
1967.0,11.0,42.0,150,2.0,1.0,1,1.0,6.0,1,1.0,5400000.0,43.0,25.0,1.0,50.0,39.0,1.0,30.0,7.7
1967.0,1.0,530.0,152,1.0,-1.0,0,1.0,-1.0,0,2782.0,17000000.0,59.0,27.0,1.0,28.0,15.0,2.0,44.0,6.2
1967.0,2.0,535.0,95,1.0,-1.0,0,1.0,-1.0,0,223.0,2000000.0,32.0,28.0,1.0,33.0,1.0,2.0,5.0,5.3
1967.0,9.0,1562.0,126,1.0,-1.0,0,1.0,5.0,1,4.0,4653000.0,60.0,128.0,1.0,50.0,69.0,1.0,41.0,7.6
1967.0,8.0,1472.0,85,8.0,-1.0,0,3.0,-1.0,0,11437.0,92041.62772799999,28.0,1.0,1.0,25.0,23.0,2.0,5.0,7.1
1966.0,3.0,1299.0,92,2.0,-1.0,0,1.0,-1.0,0,332.0,3000000.0,56.0,50.0,1.0,23.0,2.0,2.0,45.0,6.1
1967.0,1.0,1517.0,168,2.0,-1.0,0,1.0,-1.0,0,1.0,2750000.0,27.0,25.0,2.0,51.0,28.0,1.0,17.0,7.2
1967.0,8.0,526.0,99,2.0,-1.0,0,1.0,-1.0,0,5.0,2225000.0,39.0,19.0,1.0,27.0,19.0,2.0,8.0,5.8
1967.0,1.0,538.0,95,2.0,-1.0,0,1.0,-1.0,0,330.0,319193.96987,56.0,8.0,1.0,41.0,21.0,1.0,41.0,6.1
1967.0,2.0,1094.0,80,1.0,-1.0,0,1.0,-1.0,0,1178.0,55000.0,28.0,1.0,2.0,47.0,2.0,1.0,19.0,5.6
1967.0,9.0,1103.0,106,1.0,-1.0,0,1.0,-1.0,0,11445.0,3000000.0,30.0,33.0,1.0,36.0,24.0,2.0,19.0,8.0
1967.0,4.0,1094.0,108,1.0,-1.0,0,1.0,-1.0,0,3.0,4000000.0,67.0,58.0,1.0,40.0,29.0,1.0,15.0,7.8
1967.0,5.0,1193.0,89,1.0,-1.0,0,1.0,-1.0,0,5.0,2500000.0,47.0,36.0,1.0,33.0,6.0,2.0,5.0,6.7
1968.0,4.0,1577.0,114,1.0,-1.0,0,1.0,-1.0,0,11446.0,1600000.0,38.0,48.0,1.0,34.0,6.0,2.0,11.0,7.0
1967.0,5.0,1113.0,86,1.0,-1.0,0,1.0,-1.0,0,2739.0,200000.0,42.0,3.0,1.0,38.0,3.0,2.0,25.0,2.6
1967.0,3.0,2046.0,111,1.0,-1.0,0,1.0,-1.0,0,11451.0,5860000.0,42.0,49.0,1.0,70.0,48.0,1.0,26.0,7.4
1967.0,9.0,1071.0,125,1.0,13.0,1,1.0,-1.0,0,2764.0,6000000.0,59.0,27.0,1.0,50.0,40.0,2.0,20.0,6.9
1967.0,8.0,1472.0,124,1.0,-1.0,0,1.0,-1.0,0,2.0,3651000.0,37.0,25.0,1.0,22.0,18.0,2.0,25.0,6.6
1967.0,2.0,1472.0,146,1.0,-1.0,0,1.0,-1.0,0,769.0,4000000.0,34.0,76.0,1.0,30.0,34.0,2.0,33.0,5.8
1967.0,3.0,909.0,134,1.0,-1.0,0,1.0,3.0,1,3.0,3500000.0,34.0,9.0,1.0,25.0,7.0,1.0,24.0,7.9
1967.0,3.0,26.0,114,1.0,-1.0,0,1.0,-1.0,0,5.0,3775000.0,39.0,33.0,1.0,56.0,16.0,1.0,69.0,6.2
1967.0,1.0,1239.0,110,1.0,-1.0,0,1.0,-1.0,0,185.0,2000000.0,40.0,29.0,1.0,42.0,38.0,1.0,23.0,7.9
1967.0,5.0,1243.0,107,1.0,-1.0,0,1.0,-1.0,0,11454.0,1050000.0,31.0,8.0,1.0,27.0,32.0,1.0,13.0,7.7
1967.0,12.0,493.0,78,1.0,-1.0,0,1.0,-1.0,0,190.0,4000000.0,63.0,5.0,1.0,49.0,6.0,1.0,9.0,7.6
1967.0,10.0,29.0,115,2.0,-1.0,0,1.0,8.0,1,31.0,1387799.869,47.0,30.0,1.0,54.0,33.0,1.0,37.0,5.9
1968.0,4.0,1239.0,107,4.0,13.0,1,3.0,-1.0,0,417.0,747000.0,40.0,35.0,2.0,35.0,23.0,1.0,18.0,7.3
1967.0,2.0,1243.0,92,1.0,-1.0,0,1.0,-1.0,0,1.0,3000000.0,43.0,25.0,1.0,36.0,16.0,2.0,17.0,7.3
1967.0,12.0,1201.0,103,1.0,-1.0,0,1.0,11.0,1,11470.0,2000000.0,39.0,33.0,1.0,34.0,4.0,1.0,4.0,6.9
1967.0,8.0,1060.0,84,27.0,-1.0,0,64.0,-1.0,0,293.0,60400.0,37.0,11.0,1.0,35.0,7.0,1.0,4.0,6.5
1967.0,6.0,1892.0,97,2.0,5.0,1,1.0,-1.0,0,44.0,381644.96397499996,50.0,6.0,1.0,41.0,4.0,1.0,30.0,7.0
1967.0,10.0,1560.0,108,1.0,-1.0,0,1.0,-1.0,0,619.0,4500000.0,35.0,37.0,2.0,43.0,33.0,1.0,36.0,6.8
1967.0,3.0,1472.0,87,1.0,-1.0,0,1.0,-1.0,0,45.0,250000.0,41.0,18.0,1.0,22.0,14.0,2.0,10.0,5.0
1966.0,5.0,2046.0,82,1.0,-1.0,0,1.0,-1.0,0,5972.0,75000.0,30.0,4.0,2.0,29.0,39.0,1.0,14.0,6.6
1967.0,10.0,1235.0,100,1.0,-1.0,0,1.0,9.0,1,5804.0,1000000.0,45.0,26.0,1.0,33.0,28.0,1.0,54.0,6.7
1967.0,10.0,1180.0,138,1.0,-1.0,0,1.0,5.0,1,1011.0,6000000.0,32.0,18.0,2.0,28.0,11.0,1.0,14.0,6.9
1967.0,7.0,531.0,119,2.0,-1.0,0,1.0,-1.0,0,11486.0,3000000.0,58.0,12.0,1.0,46.0,1.0,1.0,16.0,5.3
1967.0,11.0,2046.0,88,1.0,-1.0,0,1.0,-1.0,0,3.0,2000000.0,33.0,6.0,2.0,51.0,70.0,1.0,39.0,5.3
1967.0,4.0,1472.0,105,2.0,-1.0,0,1.0,-1.0,0,3.0,640000.0,40.0,29.0,1.0,19.0,8.0,2.0,5.0,7.7
1967.0,3.0,1575.0,107,1.0,-1.0,0,1.0,6.0,1,6.0,6000000.0,42.0,45.0,1.0,39.0,19.0,1.0,29.0,6.4
1967.0,11.0,1239.0,110,1.0,-1.0,0,1.0,5.0,1,690.0,3480000.0,52.0,37.0,1.0,27.0,7.0,2.0,69.0,6.6
1967.0,8.0,1472.0,82,1.0,-1.0,0,1.0,-1.0,0,48.0,450000.0,27.0,34.0,1.0,29.0,8.0,2.0,54.0,6.1
1967.0,10.0,1103.0,111,2.0,-1.0,0,1.0,3.0,1,1705.0,4000000.0,38.0,18.0,2.0,31.0,29.0,1.0,28.0,7.5
1967.0,3.0,486.0,91,2.0,-1.0,0,1.0,-1.0,0,44.0,653653.738299,38.0,16.0,1.0,24.0,1.0,2.0,20.0,5.1
1968.0,5.0,1872.0,95,4.0,-1.0,0,3.0,-1.0,0,1438.0,36000.0,25.0,1.0,2.0,25.0,1.0,1.0,21.0,5.5
1966.0,5.0,1892.0,91,2.0,8.0,1,1.0,-1.0,0,11494.0,158692.46159999998,46.0,9.0,1.0,67.0,4.0,1.0,10.0,4.1
1967.0,1.0,2040.0,108,1.0,-1.0,0,1.0,-1.0,0,2.0,3000000.0,38.0,18.0,2.0,33.0,27.0,1.0,34.0,7.8
1967.0,5.0,529.0,105,4.0,13.0,1,3.0,-1.0,0,1424.0,250000.0,29.0,19.0,2.0,34.0,21.0,1.0,45.0,7.2
1967.0,9.0,1231.0,90,1.0,-1.0,0,1.0,-1.0,0,5996.0,75000.0,28.0,2.0,1.0,32.0,1.0,1.0,8.0,2.2
1967.0,10.0,41.0,117,2.0,-1.0,0,1.0,4.0,1,418.0,9500000.0,37.0,51.0,1.0,26.0,1.0,2.0,33.0,6.9
1968.0,12.0,682.0,149,2.0,1.0,1,1.0,11.0,1,1.0,12000000.0,32.0,15.0,1.0,31.0,5.0,1.0,13.0,8.3
1968.0,2.0,1106.0,95,2.0,-1.0,0,1.0,-1.0,0,1723.0,1450000.0,60.0,73.0,2.0,35.0,4.0,2.0,30.0,7.0
1968.0,7.0,147.0,89,2.0,1.0,1,1.0,-1.0,0,2769.0,1000000.0,55.0,10.0,1.0,42.0,4.0,1.0,15.0,5.5
1968.0,3.0,1103.0,91,4.0,-1.0,0,3.0,1.0,1,417.0,350000.0,24.0,25.0,1.0,20.0,15.0,2.0,18.0,7.7
1968.0,10.0,103.0,106,1.0,-1.0,0,1.0,5.0,1,5.0,4450000.0,60.0,66.0,1.0,51.0,44.0,1.0,25.0,6.6
1968.0,10.0,531.0,98,4.0,13.0,1,1.0,3.0,1,856.0,9000000.0,31.0,34.0,2.0,31.0,22.0,1.0,14.0,5.9
1968.0,4.0,1472.0,105,2.0,-1.0,0,1.0,-1.0,0,11510.0,5551199.476,32.0,7.0,1.0,37.0,11.0,1.0,8.0,6.9
1968.0,10.0,1572.0,113,2.0,-1.0,0,1.0,9.0,1,1192.0,10000000.0,36.0,37.0,2.0,43.0,42.0,1.0,32.0,5.6
1968.0,10.0,1239.0,116,1.0,-1.0,0,1.0,-1.0,0,5.0,4100000.0,43.0,56.0,1.0,63.0,60.0,1.0,44.0,7.1
1968.0,12.0,1903.0,97,46.0,1.0,1,1.0,-1.0,0,2790.0,86587.0,62.0,13.0,1.0,29.0,1.0,2.0,6.0,5.1
1968.0,4.0,115.0,114,1.0,-1.0,0,1.0,-1.0,0,6036.0,5500000.0,38.0,23.0,1.0,24.0,32.0,2.0,23.0,7.4
1968.0,2.0,531.0,124,13.0,4.0,1,1.0,41.0,1,1700.0,3000000.0,18.0,4.0,2.0,43.0,42.0,1.0,1.0,5.3
1968.0,1.0,1521.0,139,2.0,-1.0,0,1.0,3.0,1,558.0,8000000.0,55.0,33.0,1.0,31.0,34.0,2.0,20.0,6.7
1968.0,1.0,593.0,144,2.0,1.0,1,1.0,6.0,1,11514.0,10000000.0,43.0,11.0,1.0,38.0,2.0,2.0,19.0,6.9
1968.0,12.0,84.0,93,1.0,-1.0,0,1.0,-1.0,0,6.0,1500000.0,38.0,48.0,1.0,57.0,16.0,1.0,29.0,6.5
1967.0,11.0,944.0,140,2.0,4.0,1,1.0,-1.0,0,2743.0,4000000.0,40.0,18.0,1.0,34.0,4.0,2.0,32.0,5.8
1968.0,1.0,84.0,105,13.0,4.0,1,9.0,-1.0,0,131.0,400000.0,31.0,22.0,1.0,29.0,10.0,2.0,31.0,6.5
1968.0,5.0,1243.0,114,1.0,-1.0,0,1.0,-1.0,0,690.0,4490000.0,53.0,37.0,1.0,33.0,20.0,2.0,69.0,6.5
1968.0,7.0,1584.0,141,1.0,-1.0,0,1.0,3.0,1,619.0,3500000.0,69.0,30.0,1.0,36.0,4.0,2.0,27.0,6.2
1968.0,5.0,1472.0,89,1.0,-1.0,0,1.0,-1.0,0,6041.0,4000.0,20.0,13.0,1.0,19.0,1.0,2.0,14.0,5.9
1968.0,7.0,1103.0,101,1.0,-1.0,0,1.0,4.0,1,11523.0,2590000.0,41.0,29.0,1.0,38.0,2.0,2.0,21.0,6.3
1967.0,12.0,1472.0,110,8.0,-1.0,0,1.0,-1.0,0,11524.0,1000000.0,31.0,15.0,1.0,30.0,6.0,2.0,10.0,6.6
1968.0,2.0,892.0,151,1.0,-1.0,0,1.0,-1.0,0,3.0,14100000.0,26.0,17.0,2.0,36.0,34.0,1.0,35.0,7.4
1968.0,9.0,1575.0,142,1.0,-1.0,0,1.0,35.0,1,502.0,7000000.0,61.0,128.0,1.0,37.0,13.0,1.0,3.0,5.8
1968.0,11.0,1128.0,86,1.0,-1.0,0,1.0,9.0,1,11529.0,750000.0,26.0,1.0,1.0,23.0,2.0,1.0,11.0,6.6
1968.0,7.0,1472.0,123,1.0,-1.0,0,1.0,22.0,1,619.0,2000000.0,34.0,27.0,1.0,24.0,13.0,2.0,11.0,7.6
1968.0,12.0,694.0,103,1.0,-1.0,0,1.0,4.0,1,6037.0,4150000.0,44.0,25.0,1.0,48.0,48.0,1.0,17.0,7.3
1968.0,11.0,29.0,121,1.0,-1.0,0,1.0,5.0,1,6.0,6000000.0,61.0,128.0,1.0,28.0,10.0,2.0,25.0,6.6
1968.0,10.0,1193.0,92,1.0,-1.0,0,1.0,5.0,1,619.0,3000000.0,43.0,41.0,1.0,53.0,1.0,2.0,6.0,6.3
1968.0,10.0,691.0,148,1.0,-1.0,0,1.0,-1.0,0,332.0,8000000.0,43.0,45.0,1.0,51.0,39.0,1.0,39.0,6.6
1968.0,4.0,204.0,89,5.0,-1.0,0,4.0,-1.0,0,15.0,1836911.2,32.0,4.0,1.0,55.0,1.0,1.0,41.0,6.6
1968.0,12.0,1063.0,93,1.0,-1.0,0,1.0,-1.0,0,690.0,3585000.0,53.0,37.0,1.0,28.0,19.0,2.0,69.0,5.9
1968.0,11.0,1472.0,130,1.0,-1.0,0,1.0,-1.0,0,1406.0,3490000.0,35.0,17.0,2.0,52.0,28.0,1.0,30.0,5.9
1968.0,4.0,944.0,134,2.0,1.0,1,1.0,-1.0,0,3858.0,4000000.0,36.0,33.0,1.0,61.0,38.0,2.0,8.0,7.9
1968.0,10.0,945.0,86,2.0,1.0,1,1.0,-1.0,0,696.0,175000.0,57.0,49.0,1.0,25.0,2.0,1.0,3.0,6.8
1968.0,10.0,1110.0,95,24.0,-1.0,0,43.0,1.0,1,204.0,467078.049549474,42.0,35.0,1.0,6.0,1.0,2.0,12.0,5.7
1968.0,5.0,103.0,118,13.0,1.0,1,1.0,9.0,1,565.0,280000.0,35.0,10.0,1.0,54.0,20.0,1.0,4.0,6.4
1968.0,5.0,2040.0,84,1.0,-1.0,0,1.0,-1.0,0,11546.0,325000.0,48.0,4.0,1.0,30.0,8.0,2.0,1.0,6.1
1968.0,5.0,1060.0,99,1.0,-1.0,0,1.0,-1.0,0,2776.0,3000000.0,46.0,26.0,1.0,26.0,10.0,2.0,19.0,6.1
1968.0,8.0,1912.0,96,1.0,-1.0,0,1.0,-1.0,0,11547.0,114000.0,31.0,2.0,1.0,23.0,2.0,2.0,16.0,7.9
1968.0,9.0,1060.0,105,1.0,-1.0,0,1.0,-1.0,0,4.0,1200000.0,43.0,41.0,1.0,48.0,36.0,1.0,7.0,7.7
1968.0,9.0,1479.0,153,2.0,-1.0,0,1.0,-1.0,0,224.0,10000000.0,10.0,7.0,1.0,44.0,8.0,1.0,24.0,7.4
1968.0,10.0,1064.0,80,24.0,-1.0,0,43.0,-1.0,0,46.0,159938.682,49.0,26.0,1.0,34.0,19.0,1.0,23.0,6.7
1968.0,4.0,1095.0,110,1.0,-1.0,0,1.0,-1.0,0,23.0,4000000.0,74.0,16.0,1.0,60.0,2.0,1.0,3.0,6.5
1969.0,12.0,1094.0,95,1.0,-1.0,0,1.0,-1.0,0,6050.0,350000.0,21.0,1.0,1.0,31.0,28.0,1.0,5.0,6.1
1968.0,2.0,1060.0,99,1.0,-1.0,0,1.0,9.0,1,185.0,1500000.0,43.0,41.0,1.0,26.0,1.0,2.0,37.0,7.5
1968.0,4.0,682.0,112,1.0,-1.0,0,1.0,-1.0,0,2782.0,5800000.0,45.0,51.0,1.0,40.0,22.0,1.0,14.0,8.0
1968.0,8.0,1072.0,89,1.0,-1.0,0,1.0,11.0,1,5.0,1800000.0,36.0,28.0,1.0,25.0,11.0,2.0,6.0,7.1
1967.0,1.0,1169.0,88,1.0,-1.0,0,1.0,6.0,1,2131.0,941000.0,52.0,10.0,1.0,34.0,19.0,1.0,4.0,7.6
1968.0,5.0,1193.0,92,2.0,-1.0,0,1.0,-1.0,0,381.0,3570000.0,47.0,35.0,2.0,58.0,50.0,1.0,7.0,5.7
1968.0,3.0,1472.0,101,1.0,-1.0,0,1.0,-1.0,0,3862.0,200000.0,30.0,8.0,2.0,32.0,18.0,1.0,10.0,6.0
1968.0,11.0,1557.0,101,1.0,-1.0,0,1.0,-1.0,0,11558.0,700000.0,38.0,22.0,2.0,38.0,5.0,1.0,3.0,7.3
1968.0,3.0,33.0,95,40.0,-1.0,0,52.0,-1.0,0,689.0,160.17120000000003,36.0,3.0,1.0,39.0,10.0,2.0,9.0,6.8
1968.0,12.0,1523.0,137,1.0,-1.0,0,1.0,-1.0,0,459.0,2300000.0,23.0,27.0,2.0,39.0,16.0,1.0,21.0,8.0
1968.0,1.0,1560.0,100,2.0,-1.0,0,1.0,-1.0,0,11565.0,1250000.0,47.0,50.0,1.0,29.0,20.0,2.0,9.0,6.4
1968.0,2.0,1572.0,109,2.0,-1.0,0,1.0,-1.0,0,1192.0,3200000.0,36.0,37.0,2.0,51.0,69.0,1.0,32.0,6.3
1968.0,1.0,1472.0,103,20.0,-1.0,0,12.0,-1.0,0,1729.0,328563.53599999996,30.0,28.0,2.0,39.0,34.0,1.0,37.0,8.1
1968.0,8.0,1178.0,94,1.0,-1.0,0,1.0,-1.0,0,1.0,1500000.0,33.0,28.0,1.0,28.0,2.0,2.0,61.0,5.7
1968.0,10.0,892.0,176,1.0,-1.0,0,1.0,3.0,1,3828.0,14000000.0,33.0,18.0,2.0,42.0,18.0,1.0,39.0,6.5
1968.0,4.0,1557.0,87,4.0,-1.0,0,3.0,1.0,1,11574.0,100000.0,37.0,2.0,1.0,49.0,2.0,1.0,5.0,7.1
1968.0,6.0,1472.0,110,1.0,-1.0,0,1.0,-1.0,0,559.0,1935000.0,40.0,19.0,1.0,28.0,18.0,1.0,7.0,5.8
1968.0,8.0,1243.0,90,1.0,-1.0,0,1.0,-1.0,0,11575.0,130000.0,27.0,1.0,1.0,81.0,59.0,1.0,15.0,7.4
1968.0,6.0,1557.0,118,19.0,4.0,1,3.0,1.0,1,11578.0,250000.0,27.0,4.0,2.0,25.0,1.0,2.0,8.0,6.2
1968.0,10.0,1240.0,102,1.0,-1.0,0,1.0,-1.0,0,185.0,4300000.0,38.0,23.0,1.0,27.0,33.0,2.0,23.0,7.0
1968.0,9.0,1521.0,186,27.0,-1.0,0,64.0,-1.0,0,354.0,180000.0,28.0,2.0,1.0,24.0,2.0,2.0,9.0,7.4
1968.0,10.0,1472.0,70,1.0,-1.0,0,1.0,-1.0,0,11585.0,76000.0,21.0,2.0,2.0,30.0,1.0,1.0,19.0,5.7
1968.0,5.0,1100.0,97,1.0,-1.0,0,1.0,-1.0,0,48.0,1000000.0,27.0,4.0,1.0,48.0,41.0,2.0,5.0,6.0
1967.0,4.0,2021.0,108,1.0,-1.0,0,1.0,-1.0,0,4.0,1400000.0,44.0,51.0,1.0,33.0,6.0,2.0,9.0,7.1
1968.0,8.0,1095.0,95,1.0,-1.0,0,1.0,-1.0,0,1167.0,2727000.0,46.0,35.0,2.0,47.0,17.0,1.0,4.0,6.5
1968.0,8.0,1575.0,131,5.0,-1.0,0,4.0,-1.0,0,15.0,918455.6,48.0,48.0,1.0,31.0,8.0,1.0,3.0,6.6
1968.0,2.0,489.0,90,2.0,1.0,1,1.0,-1.0,0,3867.0,346949.96725,26.0,4.0,1.0,25.0,1.0,1.0,1.0,7.4
1968.0,4.0,1109.0,111,1.0,-1.0,0,1.0,3.0,1,3860.0,2500000.0,57.0,34.0,2.0,63.0,60.0,1.0,11.0,7.2
1969.0,3.0,680.0,110,1.0,-1.0,0,1.0,5.0,1,11589.0,3920000.0,33.0,20.0,1.0,29.0,19.0,2.0,9.0,6.0
1969.0,11.0,138.0,132,2.0,-1.0,0,1.0,6.0,1,11596.0,17000000.0,36.0,76.0,1.0,56.0,33.0,1.0,18.0,7.0
1969.0,1.0,1103.0,105,1.0,-1.0,0,1.0,-1.0,0,3.0,2000000.0,31.0,20.0,2.0,39.0,9.0,1.0,14.0,6.8
1969.0,9.0,909.0,110,1.0,-1.0,0,1.0,5.0,1,11601.0,6000000.0,44.0,49.0,1.0,33.0,35.0,1.0,14.0,8.0
1968.0,12.0,2046.0,165,13.0,1.0,1,9.0,1.0,1,2134.0,5000000.0,63.0,60.0,1.0,47.0,43.0,1.0,7.0,8.5
1969.0,2.0,1193.0,104,1.0,-1.0,0,1.0,-1.0,0,3.0,3000000.0,49.0,36.0,1.0,54.0,37.0,2.0,7.0,7.2
1969.0,9.0,1557.0,115,13.0,-1.0,0,1.0,-1.0,0,11602.0,500000.0,26.0,3.0,2.0,33.0,4.0,1.0,8.0,5.8
1969.0,9.0,86.0,107,1.0,-1.0,0,1.0,-1.0,0,332.0,8000000.0,56.0,56.0,1.0,42.0,5.0,1.0,18.0,6.2
1969.0,9.0,527.0,115,4.0,13.0,1,3.0,1.0,1,103.0,3600000.0,36.0,58.0,1.0,52.0,28.0,1.0,15.0,6.9
1969.0,7.0,146.0,93,2.0,1.0,1,1.0,-1.0,0,2782.0,4915000.0,53.0,50.0,1.0,38.0,13.0,2.0,45.0,5.6
1969.0,2.0,2046.0,98,1.0,-1.0,0,1.0,5.0,1,2135.0,1500000.0,34.0,28.0,1.0,32.0,3.0,2.0,13.0,5.8
1969.0,6.0,944.0,96,1.0,-1.0,0,1.0,5.0,1,11607.0,2800000.0,37.0,34.0,1.0,49.0,45.0,1.0,44.0,4.9
1969.0,2.0,1568.0,101,1.0,-1.0,0,1.0,6.0,1,11614.0,1600000.0,33.0,35.0,1.0,39.0,48.0,1.0,19.0,6.4
1969.0,12.0,1094.0,107,4.0,-1.0,0,14.0,5.0,1,11620.0,81000.0,31.0,15.0,2.0,45.0,4.0,1.0,2.0,7.0
1969.0,3.0,1060.0,107,1.0,-1.0,0,1.0,-1.0,0,1186.0,8000000.0,28.0,25.0,1.0,49.0,12.0,2.0,23.0,5.3
1969.0,11.0,1544.0,155,1.0,-1.0,0,1.0,14.0,1,2782.0,9000000.0,37.0,33.0,1.0,37.0,4.0,2.0,23.0,6.9
1969.0,12.0,536.0,146,1.0,-1.0,0,1.0,-1.0,0,6065.0,25000000.0,27.0,17.0,2.0,49.0,36.0,1.0,5.0,7.1
1970.0,10.0,1240.0,107,1.0,-1.0,0,1.0,-1.0,0,11631.0,150000.0,41.0,1.0,2.0,34.0,9.0,1.0,1.0,7.0
1969.0,7.0,84.0,99,2.0,1.0,1,1.0,9.0,1,3852.0,3000000.0,36.0,76.0,1.0,70.0,4.0,1.0,16.0,7.3
1969.0,8.0,1551.0,116,1.0,-1.0,0,1.0,3.0,1,5.0,7870000.0,37.0,22.0,2.0,48.0,50.0,1.0,57.0,5.7
1969.0,8.0,1472.0,95,1.0,-1.0,0,1.0,-1.0,0,11642.0,780000.0,21.0,23.0,2.0,18.0,6.0,1.0,14.0,7.0
1969.0,5.0,38.0,128,1.0,-1.0,0,1.0,-1.0,0,3.0,7000000.0,53.0,50.0,1.0,37.0,34.0,1.0,45.0,6.8
1969.0,12.0,587.0,134,1.0,-1.0,0,1.0,-1.0,0,3.0,8000000.0,53.0,50.0,1.0,43.0,18.0,1.0,39.0,5.9
1968.0,12.0,1517.0,140,2.0,4.0,1,1.0,3.0,1,5954.0,5000000.0,36.0,34.0,1.0,25.0,84.0,2.0,34.0,6.3
1970.0,9.0,148.0,90,1.0,-1.0,0,1.0,-1.0,0,11652.0,2000000.0,61.0,12.0,1.0,43.0,2.0,1.0,3.0,6.0
1969.0,10.0,1472.0,111,1.0,-1.0,0,1.0,-1.0,0,11653.0,800000.0,28.0,20.0,1.0,31.0,3.0,2.0,2.0,7.3
1969.0,10.0,1472.0,113,1.0,-1.0,0,1.0,9.0,1,3875.0,3600000.0,32.0,33.0,1.0,31.0,28.0,1.0,17.0,7.8
1969.0,10.0,1557.0,97,4.0,1.0,1,1.0,-1.0,0,3.0,1000000.0,37.0,22.0,2.0,32.0,5.0,1.0,14.0,6.6
1969.0,2.0,940.0,105,13.0,-1.0,0,9.0,-1.0,0,295.0,2500000.0,38.0,13.0,2.0,41.0,16.0,1.0,5.0,5.7
1969.0,3.0,1060.0,95,1.0,-1.0,0,1.0,-1.0,0,1726.0,2100.0,22.0,1.0,2.0,24.0,6.0,1.0,13.0,6.2
1968.0,3.0,1472.0,109,19.0,16.0,1,31.0,-1.0,0,6073.0,1110000.0,46.0,3.0,2.0,29.0,1.0,2.0,6.0,6.8
1969.0,10.0,1336.0,100,2.0,-1.0,0,1.0,-1.0,0,619.0,693899.9345,39.0,5.0,1.0,25.0,2.0,2.0,30.0,4.4
1969.0,1.0,103.0,93,2.0,1.0,1,1.0,3.0,1,3844.0,1500000.0,45.0,33.0,1.0,52.0,15.0,1.0,7.0,6.1
1969.0,8.0,1568.0,100,1.0,-1.0,0,1.0,-1.0,0,3877.0,1000000.0,46.0,51.0,1.0,28.0,4.0,2.0,9.0,5.6
1969.0,6.0,1872.0,96,2.0,-1.0,0,1.0,-1.0,0,48.0,97145.99083,58.0,49.0,1.0,51.0,1.0,1.0,15.0,6.0
1969.0,12.0,41.0,142,2.0,-1.0,0,1.0,6.0,1,418.0,7000000.0,30.0,5.0,1.0,31.0,6.0,2.0,9.0,6.7
1969.0,5.0,1101.0,164,1.0,-1.0,0,1.0,-1.0,0,11663.0,20000000.0,45.0,25.0,1.0,39.0,48.0,1.0,11.0,6.6
1969.0,3.0,640.0,160,30.0,95.0,1,18.0,-1.0,0,8.0,10378029.359999998,42.0,5.0,1.0,25.0,1.0,2.0,9.0,7.2
1970.0,12.0,493.0,90,1.0,-1.0,0,1.0,-1.0,0,6074.0,2000000.0,17.0,1.0,1.0,53.0,2.0,1.0,7.0,6.9
