imdb_title_id,director_id,movies_number
tt0051786,nm0128715,36
tt0051789,nm0525699,3
tt0051790,nm0001178,8
tt0051791,nm0621540,39
tt0051792,nm0006249,28
tt0051797,nm0128715,36
tt0051801,nm0002193,19
tt0051806,nm0451846,13
tt0051807,nm0840671,28
tt0051808,nm0000041,32
tt0051813,nm0792042,4
tt0051816,nm0715346,24
tt0051818,nm0002031,99
tt0051819,nm0202681,28
tt0051827,nm0707264,4
tt0051834,nm0557945,19
tt0051838,nm0952737,19
tt0051839,nm0000791,22
tt0051840,nm0920074,60
tt0051844,nm0237424,10
tt0051845,nm0000406,73
tt0051846,nm0792450,51
tt0051847,nm0187769,18
tt0051848,nm0836328,39
tt0051849,nm0671957,14
tt0051851,nm0160108,22
tt0051852,nm0202088,22
tt0051856,nm0287835,1
tt0051863,nm0346436,33
tt0051864,nm0202297,3
tt0051866,nm0796923,29
tt0051870,nm0739987,3
tt0051876,nm0782947,78
tt0051878,nm0728688,26
tt0051879,nm0724798,20
tt0051881,nm0075318,26
tt0051885,nm0145336,45
tt0051887,nm0000339,54
tt0051891,nm0467396,39
tt0051893,nm0319241,25
tt0051894,nm0149548,20
tt0051895,nm0437356,57
tt0051896,nm0928214,21
tt0051897,nm0004573,8
tt0051899,nm0542649,37
tt0051906,nm0560489,10
tt0051908,nm0332539,32
tt0051911,nm0710924,21
tt0051913,nm0030917,5
tt0051915,nm0322706,7
tt0051924,nm0452264,1
tt0051927,nm0419485,7
tt0051933,nm0147265,16
tt0051934,nm0594020,7
tt0051936,nm0394409,15
tt0051937,nm0617655,5
tt0051940,nm0084204,3
tt0051942,nm0745541,6
tt0051946,nm0058885,2
tt0051947,nm0078532,3
tt0051948,nm0000791,22
tt0051951,nm0381870,5
tt0051955,nm0408348,11
tt0051959,nm0503615,6
tt0051962,nm0199954,4
tt0051963,nm0857941,5
tt0051964,nm0902839,6
tt0051978,nm0909825,71
tt0051980,nm0455839,23
tt0051982,nm0936252,7
tt0051983,nm0000320,30
tt0051985,nm0109264,2
tt0051986,nm0144677,7
tt0051987,nm0828720,4
tt0051989,nm0002216,16
tt0051993,nm0468609,6
tt0051994,nm0001928,30
tt0051998,nm0408076,16
tt0052005,nm0503777,66
tt0052006,nm0496746,45
tt0052013,nm0392519,6
tt0052016,nm0408076,16
tt0052017,nm0000005,37
tt0052027,nm0836328,39
tt0052030,nm0851537,61
tt0052033,nm0002190,25
tt0052036,nm0285497,3
tt0052037,nm0465461,5
tt0052046,nm0006249,28
tt0052047,nm0652631,12
tt0052049,nm0320637,8
tt0052050,nm0712947,25
tt0052055,nm0901881,7
tt0052057,nm0517833,11
tt0052059,nm0001175,37
tt0052063,nm0367860,9
tt0052073,nm0274659,27
tt0052077,nm0000248,6
tt0052080,nm0906667,35
tt0052083,nm0367860,9
tt0052097,nm0002031,99
tt0052103,nm0076618,24
tt0052104,nm0076618,24
tt0052106,nm0000581,20
tt0052110,nm0290041,4
tt0052112,nm0155469,6
tt0052117,nm0564970,18
tt0052123,nm0182913,7
tt0052126,nm0591486,38
tt0052129,nm0477702,22
tt0052130,nm0478800,12
tt0052131,nm0004573,8
tt0052132,nm0623401,14
tt0052135,nm0382529,11
tt0052138,nm0460246,3
tt0052141,nm0850895,23
tt0052147,nm0689659,10
tt0052148,nm0001379,36
tt0052151,nm0936404,39
tt0052156,nm0000339,54
tt0052159,nm0735904,2
tt0052162,nm0477702,22
tt0052168,nm0652631,12
tt0052169,nm0630132,2
tt0052170,nm0256831,15
tt0052182,nm0542720,16
tt0052187,nm0192157,5
tt0052188,nm0000339,54
tt0052190,nm0550892,58
tt0052191,nm0909825,71
tt0052194,nm0288635,7
tt0052196,nm0164044,9
tt0052197,nm0265535,3
tt0052199,nm0824961,1
tt0052205,nm0400731,19
tt0052207,nm0337885,17
tt0052209,nm0025926,5
tt0052211,nm0002165,13
tt0052214,nm0582543,17
tt0052216,nm0598102,45
tt0052217,nm0451846,13
tt0052218,nm0591486,38
tt0052225,nm0517597,11
tt0052226,nm0240104,1
tt0052227,nm0000791,22
tt0052228,nm0076618,24
tt0052233,nm0141351,16
tt0052234,nm0718467,3
tt0052235,nm0001486,41
tt0052242,nm0449984,12
tt0052250,nm0211459,9
tt0052255,nm0217035,35
tt0052256,nm0071560,24
tt0052257,nm0128715,36
tt0052263,nm0126547,2
tt0052264,nm0004454,8
tt0052270,nm0859387,37
tt0052271,nm0950109,34
tt0052275,nm0401680,29
tt0052276,nm0402161,20
tt0052278,nm0780833,21
tt0052279,nm0000339,54
tt0052280,nm0490444,24
tt0052281,nm0647438,17
tt0052283,nm0242897,10
tt0052286,nm0348673,1
tt0052287,nm0507390,24
tt0052289,nm0184648,1
tt0052291,nm0001175,37
tt0052293,nm0727999,5
tt0052295,nm0000485,42
tt0052296,nm0802862,34
tt0052300,nm0287931,15
tt0052301,nm0952761,6
tt0052302,nm0621073,1
tt0052303,nm0678928,28
tt0052306,nm0557840,12
tt0052307,nm0616026,1
tt0052308,nm0826642,42
tt0052309,nm0560395,13
tt0052310,nm0557840,12
tt0052312,nm0068691,12
tt0052313,nm0509327,7
tt0052315,nm0663653,7
tt0052318,nm0138893,17
tt0052320,nm0492974,3
tt0052322,nm0782597,36
tt0052323,nm0101504,9
tt0052325,nm0000037,5
tt0052326,nm0678928,28
tt0052327,nm0211964,30
tt0052328,nm0290802,8
tt0052329,nm0718243,29
tt0052334,nm0002165,13
tt0052339,nm0040150,2
tt0052343,nm0346436,33
tt0052345,nm0641045,20
tt0052350,nm0257288,3
tt0052352,nm0728271,45
tt0052354,nm0002087,22
tt0052357,nm0000033,55
tt0052363,nm0241082,1
tt0052365,nm0281507,44
tt0052367,nm0213136,40
tt0052368,nm0462322,11
tt0052369,nm0023813,3
tt0052370,nm0413912,6
tt0052374,nm0954724,9
tt0052378,nm0330026,20
tt0052379,nm0000339,54
tt0052382,nm0257129,3
tt0052387,nm0186381,4
tt0052391,nm0347086,26
tt0052393,nm0351918,7
tt0052394,nm0937600,2
tt0052395,nm0712947,25
tt0052396,nm0859387,37
tt0052398,nm0623768,25
tt0052400,nm0389219,16
tt0052411,nm0746950,7
tt0052414,nm0408033,5
tt0052424,nm0059106,29
tt0052427,nm0657162,5
tt0052432,nm0295901,10
tt0052438,nm0299586,12
tt0052527,nm0455741,12
tt0052528,nm0335093,16
tt0052529,nm0587804,3
tt0052530,nm0947105,3
tt0052538,nm0292720,18
tt0052540,nm0651915,23
tt0052543,nm0934013,8
tt0052545,nm0572851,29
tt0052549,nm0215877,54
tt0052555,nm0689838,4
tt0052556,nm0001501,20
tt0052560,nm0611531,23
tt0052561,nm0695937,33
tt0052563,nm0000736,30
tt0052564,nm0577477,2
tt0052571,nm0596850,25
tt0052572,nm0006249,28
tt0052573,nm0335093,16
tt0052575,nm0006615,34
tt0052578,nm0002216,16
tt0052579,nm0408348,11
tt0052583,nm0910199,24
tt0052587,nm0071560,24
tt0052589,nm0523439,15
tt0052595,nm0160108,22
tt0052600,nm0161055,5
tt0052601,nm0319241,25
tt0052602,nm0928108,9
tt0052604,nm0869664,29
tt0052606,nm0920862,15
tt0052607,nm0187769,18
tt0052608,nm0676199,1
tt0052609,nm0375494,14
tt0052610,nm0351918,7
tt0052611,nm0382779,8
tt0052617,nm0454771,44
tt0052618,nm0943758,35
tt0052619,nm0624535,37
tt0052623,nm0002153,13
tt0052626,nm0628149,23
tt0052627,nm0097648,49
tt0052629,nm0351918,7
tt0052631,nm0728688,26
tt0052634,nm0521334,32
tt0052637,nm0736527,2
tt0052638,nm0229424,38
tt0052639,nm0242897,10
tt0052644,nm0402161,20
tt0052646,nm0338018,1
tt0052648,nm0149548,20
tt0052649,nm0490950,15
tt0052654,nm0926919,5
tt0052655,nm0000339,54
tt0052656,nm0917751,8
tt0052657,nm0917751,8
tt0052662,nm0485943,37
tt0052667,nm0292720,18
tt0052668,nm0557840,12
tt0052672,nm0497442,9
tt0052673,nm0030917,5
tt0052680,nm0678928,28
tt0052681,nm0139878,9
tt0052686,nm0060430,2
tt0052687,nm0051926,10
tt0052690,nm0092330,12
tt0052695,nm0858873,41
tt0052696,nm0503615,6
tt0052698,nm0767110,12
tt0052700,nm0281507,44
tt0052702,nm0338774,1
tt0052706,nm0624535,37
tt0052707,nm0627087,25
tt0052708,nm0001031,55
tt0052709,nm0084204,3
tt0052711,nm0761522,5
tt0052713,nm0002087,22
tt0052717,nm0537069,8
tt0052718,nm0215085,3
tt0052719,nm0686340,2
tt0052721,nm0294758,18
tt0052722,nm0829038,33
tt0052724,nm0211964,30
tt0052726,nm0596850,25
tt0052728,nm0718838,4
tt0052733,nm0578483,13
tt0052736,nm0007181,19
tt0052737,nm0013221,1
tt0052738,nm0828419,23
tt0052744,nm0002190,25
tt0052745,nm0164044,9
tt0052747,nm0645477,17
tt0052749,nm0851537,61
tt0052750,nm0689659,10
tt0052753,nm0596850,25
tt0052759,nm0006620,19
tt0052760,nm0618170,1
tt0052765,nm0719756,28
tt0052766,nm0657239,6
tt0052768,nm0299586,12
tt0052769,nm0232540,3
tt0052771,nm0796923,29
tt0052773,nm0002175,37
tt0052778,nm0902839,6
tt0052780,nm0859387,37
tt0052781,nm0744023,25
tt0052782,nm0290371,6
tt0052783,nm0025107,2
tt0052784,nm0327950,9
tt0052786,nm0958801,8
tt0052790,nm0863134,1
tt0052792,nm0503777,66
tt0052793,nm0051649,10
tt0052794,nm0920862,15
tt0052795,nm0092330,12
tt0052796,nm0641045,20
tt0052799,nm0318150,33
tt0052805,nm0206560,13
tt0052808,nm0165412,5
tt0052809,nm0789520,11
tt0052810,nm0000320,30
tt0052811,nm0319241,25
tt0052812,nm0187769,18
tt0052815,nm0038895,9
tt0052817,nm0005789,27
tt0052819,nm0390402,4
tt0052820,nm0128715,36
tt0052828,nm0869664,29
tt0052829,nm0718243,29
tt0052832,nm0001486,41
tt0052837,nm0550892,58
tt0052840,nm0918659,19
tt0052844,nm0390402,4
tt0052846,nm0446129,3
tt0052847,nm0920862,15
tt0052849,nm0739987,3
tt0052850,nm0351918,7
tt0052858,nm0096180,13
tt0052860,nm0894577,27
tt0052861,nm0598102,45
tt0052862,nm0346549,1
tt0052869,nm0531962,1
tt0052870,nm0128715,36
tt0052876,nm0202681,28
tt0052877,nm0002031,99
tt0052878,nm0588183,21
tt0052880,nm0723629,9
tt0052887,nm0723629,9
tt0052888,nm0100372,1
tt0052891,nm0710852,2
tt0052893,nm0720297,20
tt0052896,nm0001008,31
tt0052897,nm0505610,42
tt0052901,nm0005674,8
tt0052902,nm0000406,73
tt0052905,nm0279807,39
tt0052908,nm0861703,80
tt0052911,nm0099589,12
tt0052915,nm0319241,25
tt0052918,nm0802862,34
tt0052920,nm0000540,19
tt0052921,nm0699750,4
tt0052924,nm0000485,42
tt0052927,nm0128715,36
tt0052929,nm0128715,36
tt0052932,nm0878338,24
tt0052933,nm0703689,25
tt0052934,nm0550892,58
tt0052937,nm0309383,1
tt0052939,nm0530608,2
tt0052941,nm0291035,17
tt0052943,nm0005738,22
tt0052944,nm0256831,15
tt0052946,nm0268513,44
tt0052948,nm0505610,42
tt0052949,nm0000485,42
tt0052950,nm0514822,24
tt0052953,nm0002193,19
tt0052957,nm0406728,24
tt0052961,nm0690597,5
tt0052964,nm0802563,32
tt0052966,nm0455839,23
tt0052969,nm0446129,3
tt0052970,nm0861703,80
tt0052971,nm0819806,19
tt0052972,nm0513842,1
tt0052978,nm0434189,17
tt0052980,nm0476591,7
tt0052985,nm0002086,36
tt0052990,nm0542702,21
tt0052992,nm0462322,11
tt0052993,nm0836328,39
tt0052995,nm0273202,1
tt0052997,nm0213136,40
tt0052998,nm0692872,11
tt0052999,nm0182913,7
tt0053001,nm0291035,17
tt0053002,nm0671862,14
tt0053003,nm0002190,25
tt0053008,nm0084204,3
tt0053010,nm0266624,2
tt0053017,nm0232401,2
tt0053019,nm0906667,35
tt0053023,nm0003836,32
tt0053032,nm0742940,16
tt0053033,nm0216381,21
tt0053038,nm0173806,17
tt0053041,nm0279807,39
tt0053043,nm0425913,7
tt0053044,nm0099592,21
tt0053045,nm0002031,99
tt0053047,nm0883334,7
tt0053050,nm0245213,40
tt0053054,nm0550892,58
tt0053065,nm0542720,16
tt0053069,nm0710924,21
tt0053072,nm0192157,5
tt0053081,nm0080615,6
tt0053084,nm0000791,22
tt0053085,nm0279807,39
tt0053092,nm0936252,7
tt0053095,nm0873193,2
tt0053100,nm0257288,3
tt0053102,nm0327950,9
tt0053103,nm0440350,2
tt0053104,nm0784019,12
tt0053106,nm0435563,6
tt0053108,nm0836328,39
tt0053109,nm0496468,3
tt0053111,nm0408076,16
tt0053112,nm0176818,2
tt0053114,nm0462030,15
tt0053115,nm0462030,15
tt0053117,nm0408348,11
tt0053121,nm0406728,24
tt0053125,nm0000033,55
tt0053126,nm0496746,45
tt0053131,nm0003593,24
tt0053133,nm0936404,39
tt0053134,nm0654868,33
tt0053137,nm0006452,15
tt0053138,nm0347708,2
tt0053140,nm0565251,3
tt0053141,nm0348175,4
tt0053143,nm0001175,37
tt0053145,nm0288635,7
tt0053146,nm0133424,2
tt0053148,nm0118839,3
tt0053149,nm0711855,21
tt0053156,nm0936823,56
tt0053158,nm0377433,2
tt0053168,nm0000975,12
tt0053169,nm0128715,36
tt0053172,nm0330456,19
tt0053174,nm0858873,41
tt0053176,nm0442819,7
tt0053177,nm0813216,4
tt0053180,nm0050853,23
tt0053182,nm0695937,33
tt0053183,nm0587277,34
tt0053185,nm0728271,45
tt0053192,nm0909825,71
tt0053194,nm0440869,18
tt0053198,nm0000076,18
tt0053203,nm0494885,14
tt0053208,nm0375224,18
tt0053213,nm0288635,7
tt0053214,nm0505610,42
tt0053217,nm0477702,22
tt0053219,nm0076618,24
tt0053220,nm0091430,26
tt0053221,nm0001328,41
tt0053224,nm0641197,1
tt0053225,nm0707597,9
tt0053226,nm0002338,7
tt0053227,nm0823906,9
tt0053228,nm0738056,4
tt0053229,nm0802563,32
tt0053230,nm0478800,12
tt0053232,nm0900972,4
tt0053233,nm0560489,10
tt0053234,nm0337885,17
tt0053236,nm0137999,3
tt0053240,nm0699693,10
tt0053241,nm0136579,9
tt0053242,nm0213136,40
tt0053244,nm0712947,25
tt0053245,nm0850895,23
tt0053247,nm0357607,12
tt0053250,nm0535512,4
tt0053252,nm0901881,7
tt0053258,nm0329965,1
tt0053259,nm0455839,23
tt0053261,nm0873240,4
tt0053269,nm0950109,34
tt0053270,nm0001023,9
tt0053271,nm0059106,29
tt0053272,nm0027183,32
tt0053273,nm0501539,3
tt0053274,nm0060692,1
tt0053275,nm0197304,1
tt0053278,nm0914972,6
tt0053279,nm0006445,25
tt0053285,nm0314671,11
tt0053290,nm0896542,37
tt0053291,nm0000697,25
tt0053293,nm0792450,51
tt0053295,nm0937830,7
tt0053298,nm0728688,26
tt0053306,nm0937830,7
tt0053308,nm0644048,2
tt0053314,nm0893187,2
tt0053316,nm0101504,9
tt0053318,nm0000581,20
tt0053319,nm0746950,7
tt0053320,nm0202681,28
tt0053321,nm0635554,9
tt0053331,nm0494885,14
tt0053332,nm0867747,5
tt0053333,nm0826642,42
tt0053334,nm0347086,26
tt0053335,nm0628149,23
tt0053337,nm0333650,1
tt0053339,nm0586233,3
tt0053340,nm0826642,42
tt0053341,nm0000736,30
tt0053342,nm0001238,91
tt0053344,nm0502479,6
tt0053346,nm0133153,4
tt0053349,nm0001486,41
tt0053350,nm0281507,44
tt0053351,nm0744035,10
tt0053352,nm0002175,37
tt0053354,nm0859387,37
tt0053355,nm0454771,44
tt0053359,nm0745866,9
tt0053361,nm0496746,45
tt0053362,nm0869664,29
tt0053363,nm0145336,45
tt0053365,nm0950109,34
tt0053369,nm0872274,4
tt0053370,nm0826642,42
tt0053371,nm0357891,18
tt0053373,nm0002815,13
tt0053374,nm0659085,13
tt0053388,nm0393094,41
tt0053389,nm0135653,2
tt0053390,nm0654868,33
tt0053393,nm0003904,5
tt0053399,nm0235066,69
tt0053403,nm0894577,27
tt0053417,nm0582543,17
tt0053418,nm0128715,36
tt0053428,nm0092330,12
tt0053434,nm0229424,38
tt0053436,nm0627087,25
tt0053437,nm0137664,6
tt0053440,nm0496746,45
tt0053441,nm0091430,26
tt0053445,nm0792042,4
tt0053448,nm0727211,10
tt0053450,nm0368871,53
tt0053453,nm0663577,19
tt0053454,nm0532030,6
tt0053455,nm0027183,32
tt0053457,nm0235066,69
tt0053458,nm0346436,33
tt0053459,nm0290802,8
tt0053461,nm0005898,12
tt0053462,nm0792605,30
tt0053464,nm0906687,1
tt0053465,nm0664846,2
tt0053472,nm0000419,45
tt0053473,nm0001031,55
tt0053559,nm0145336,45
tt0053561,nm0728688,26
tt0053570,nm0682881,11
tt0053571,nm0002031,99
tt0053577,nm0948577,1
tt0053578,nm0621540,39
tt0053579,nm0654868,33
tt0053582,nm0027183,32
tt0053583,nm0058826,8
tt0053584,nm0375224,18
tt0053587,nm0790230,2
tt0053597,nm0728271,45
tt0053598,nm0103855,9
tt0053600,nm0217035,35
tt0053601,nm0425913,7
tt0053602,nm0337885,17
tt0053604,nm0000697,25
tt0053610,nm0000339,54
tt0053611,nm0468609,6
tt0053615,nm0192698,3
tt0053619,nm0000774,19
tt0053622,nm0542702,21
tt0053624,nm0018897,2
tt0053628,nm0893093,3
tt0053629,nm0451846,13
tt0053630,nm0718243,29
tt0053632,nm0211548,2
tt0053634,nm0005789,27
tt0053635,nm0216381,21
tt0053636,nm0715862,12
tt0053637,nm0764314,2
tt0053638,nm0304098,13
tt0053640,nm0293659,1
tt0053641,nm0920862,15
tt0053643,nm0006615,34
tt0053645,nm0591486,38
tt0053648,nm0858873,41
tt0053650,nm0071682,10
tt0053651,nm0880618,28
tt0053652,nm0008906,13
tt0053658,nm0822555,14
tt0053659,nm0948950,19
tt0053660,nm0928644,11
tt0053661,nm0206560,13
tt0053666,nm0001031,55
tt0053668,nm0952761,6
tt0053671,nm0245213,40
tt0053672,nm0330026,20
tt0053673,nm0677951,19
tt0053674,nm0901881,7
tt0053675,nm0002031,99
tt0053677,nm0279807,39
tt0053683,nm0038895,9
tt0053689,nm0128715,36
tt0053690,nm0485943,37
tt0053693,nm0736093,3
tt0053694,nm0736093,3
tt0053695,nm0309212,4
tt0053696,nm0402161,20
tt0053699,nm0858873,41
tt0053704,nm0222545,24
tt0053706,nm0755500,2
tt0053707,nm0167496,19
tt0053708,nm0220828,15
tt0053709,nm0179281,44
tt0053712,nm0161055,5
tt0053715,nm0542649,37
tt0053716,nm0850895,23
tt0053717,nm0370868,12
tt0053719,nm0610303,3
tt0053720,nm0840671,28
tt0053724,nm0274659,27
tt0053726,nm0950109,34
tt0053727,nm0428572,8
tt0053729,nm0091430,26
tt0053732,nm0859387,37
tt0053735,nm0281507,44
tt0053738,nm0320274,1
tt0053739,nm0131460,11
tt0053740,nm0521334,32
tt0053742,nm0678928,28
tt0053746,nm0451576,6
tt0053749,nm0216622,1
tt0053750,nm0542720,16
tt0053751,nm0409882,2
tt0053752,nm0347086,26
tt0053756,nm0556255,5
tt0053758,nm0297974,11
tt0053759,nm0149548,20
tt0053762,nm0165493,6
tt0053764,nm0830150,5
tt0053765,nm0006249,28
tt0053768,nm0947105,3
tt0053769,nm0243302,1
tt0053772,nm0000005,37
tt0053774,nm0605155,5
tt0053775,nm0859387,37
tt0053779,nm0000019,22
tt0053780,nm0490444,24
tt0053793,nm0112218,24
tt0053795,nm0792450,51
tt0053796,nm0724798,20
tt0053800,nm0909825,71
tt0053802,nm0671862,14
tt0053804,nm0695937,33
tt0053806,nm0346436,33
tt0053809,nm0247050,2
tt0053810,nm0291035,17
tt0053814,nm0003606,27
tt0053825,nm0796923,29
tt0053832,nm0377586,12
tt0053833,nm0092330,12
tt0053839,nm0099592,21
tt0053841,nm0733476,31
tt0053842,nm0455839,23
tt0053846,nm0079906,6
tt0053848,nm0851537,61
tt0053849,nm0599910,1
tt0053853,nm0393094,41
tt0053855,nm0901881,7
tt0053856,nm0744023,25
tt0053861,nm0292720,18
tt0053864,nm0006615,34
tt0053872,nm0001031,55
tt0053876,nm0948950,19
tt0053877,nm0002045,28
tt0053879,nm0612322,19
tt0053882,nm0792042,4
tt0053883,nm0128715,36
tt0053884,nm0916271,12
tt0053889,nm0494885,14
tt0053890,nm0143900,7
tt0053891,nm0103855,9
tt0053892,nm0455839,23
tt0053895,nm0779670,8
tt0053899,nm0792450,51
tt0053900,nm0346436,33
tt0053901,nm0439597,39
tt0053902,nm0002030,57
tt0053903,nm0048875,5
tt0053906,nm0226189,55
tt0053908,nm0938496,1
tt0053911,nm0409882,2
tt0053912,nm0001175,37
tt0053917,nm0591486,38
tt0053925,nm0000339,54
tt0053931,nm0086251,4
tt0053933,nm0928208,10
tt0053935,nm0496746,45
tt0053936,nm0792605,30
tt0053941,nm0414672,15
tt0053944,nm0912876,9
tt0053946,nm0006452,15
tt0053947,nm0005826,5
tt0053952,nm0876440,15
tt0053957,nm0789520,11
tt0053958,nm0319241,25
tt0053960,nm0804920,1
tt0053961,nm0048875,5
tt0053963,nm0400731,19
tt0053965,nm0439731,1
tt0053967,nm0000320,30
tt0053976,nm0000005,37
tt0053985,nm0159148,9
tt0053987,nm0001789,9
tt0053989,nm0793983,20
tt0053992,nm0840671,28
tt0053993,nm0439597,39
tt0053994,nm0829038,33
tt0053996,nm0823906,9
tt0053999,nm0839348,1
tt0054001,nm0440869,18
tt0054003,nm0096835,1
tt0054004,nm0285497,3
tt0054005,nm0802377,6
tt0054013,nm0883213,2
tt0054016,nm0831720,19
tt0054017,nm0000339,54
tt0054020,nm0215085,3
tt0054021,nm0494885,14
tt0054022,nm0002030,57
tt0054023,nm0826642,42
tt0054024,nm0857949,10
tt0054029,nm0318150,33
tt0054033,nm0000339,54
tt0054034,nm0498300,1
tt0054037,nm0635554,9
tt0054038,nm0000740,6
tt0054039,nm0888585,5
tt0054040,nm0710524,4
tt0054041,nm0439776,3
tt0054042,nm0310449,12
tt0054044,nm0133153,4
tt0054047,nm0836328,39
tt0054049,nm0038895,9
tt0054051,nm0705444,9
tt0054058,nm0211964,30
tt0054064,nm0485943,37
tt0054065,nm0745498,14
tt0054067,nm0000878,31
tt0054068,nm0728271,45
tt0054073,nm0315547,8
tt0054074,nm0802563,32
tt0054080,nm0023813,3
tt0054084,nm0588183,21
tt0054086,nm0002190,25
tt0054091,nm0111656,6
tt0054095,nm0542702,21
tt0054099,nm0275034,12
tt0054102,nm0049307,3
tt0054105,nm0621540,39
tt0054107,nm0793983,20
tt0054111,nm0018333,1
tt0054115,nm0347086,26
tt0054116,nm0291201,11
tt0054117,nm0180191,5
tt0054119,nm0906667,35
tt0054120,nm0307819,36
tt0054122,nm0651915,23
tt0054123,nm0476591,7
tt0054126,nm0128715,36
tt0054127,nm0368871,53
tt0054130,nm0000774,19
tt0054135,nm0587277,34
tt0054138,nm0128715,36
tt0054141,nm0002045,28
tt0054142,nm0164044,9
tt0054144,nm0621540,39
tt0054149,nm0467035,7
tt0054151,nm0406728,24
tt0054152,nm0715346,24
tt0054156,nm0729626,23
tt0054159,nm0612914,4
tt0054161,nm0147265,16
tt0054164,nm0934013,8
tt0054167,nm0003836,32
tt0054168,nm0517833,11
tt0054169,nm0850466,4
tt0054172,nm0796645,28
tt0054177,nm0000419,45
tt0054181,nm0727211,10
tt0054185,nm0659992,13
tt0054188,nm0910199,24
tt0054189,nm0167496,19
tt0054190,nm0678928,28
tt0054195,nm0842582,7
tt0054197,nm0330456,19
tt0054199,nm0813216,4
tt0054204,nm0496447,4
tt0054206,nm1484771,1
tt0054208,nm0216381,21
tt0054209,nm0828562,3
tt0054212,nm0947272,4
tt0054215,nm0000033,55
tt0054218,nm0567757,23
tt0054222,nm0182244,7
tt0054225,nm0958801,8
tt0054229,nm0119819,8
tt0054230,nm0612322,19
tt0054233,nm0524551,3
tt0054237,nm0757395,2
tt0054240,nm0032154,4
tt0054242,nm0598102,45
tt0054243,nm0091430,26
tt0054244,nm0099589,12
tt0054246,nm0800547,4
tt0054248,nm0899581,14
tt0054250,nm0919041,2
tt0054252,nm0198765,21
tt0054257,nm0002489,3
tt0054263,nm0290371,6
tt0054265,nm0794198,1
tt0054266,nm0141351,16
tt0054269,nm0718554,9
tt0054270,nm0534693,1
tt0054271,nm0002153,13
tt0054272,nm0652631,12
tt0054279,nm0357607,12
tt0054281,nm0005640,2
tt0054283,nm0936823,56
tt0054285,nm0538032,2
tt0054286,nm0651915,23
tt0054289,nm0148486,6
tt0054290,nm0005738,22
tt0054292,nm0000406,73
tt0054293,nm0199381,16
tt0054295,nm0368871,53
tt0054296,nm0445650,11
tt0054298,nm0428572,8
tt0054303,nm0250620,2
tt0054306,nm0048875,5
tt0054307,nm0287931,15
tt0054309,nm0560395,13
tt0054310,nm0318150,33
tt0054314,nm0641045,20
tt0054315,nm0000339,54
tt0054321,nm0102749,3
tt0054324,nm0896533,25
tt0054325,nm0840671,28
tt0054326,nm0002153,13
tt0054328,nm0171385,4
tt0054330,nm0546672,44
tt0054331,nm0000040,13
tt0054333,nm0127168,1
tt0054337,nm0389219,16
tt0054342,nm0573775,3
tt0054343,nm0467396,39
tt0054345,nm0703689,25
tt0054346,nm0279807,39
tt0054348,nm0503615,6
tt0054350,nm0840671,28
tt0054351,nm0532030,6
tt0054353,nm0003593,24
tt0054354,nm0232401,2
tt0054355,nm0002045,28
tt0054357,nm0002175,37
tt0054358,nm0279807,39
tt0054359,nm0437710,1
tt0054366,nm0651915,23
tt0054367,nm0517597,11
tt0054368,nm0206560,13
tt0054371,nm0000485,42
tt0054372,nm0064415,75
tt0054374,nm0138893,17
tt0054379,nm0121169,4
tt0054380,nm0180369,7
tt0054381,nm0054374,9
tt0054382,nm0503135,3
tt0054385,nm0375712,1
tt0054387,nm0657162,5
tt0054389,nm0000076,18
tt0054390,nm0059106,29
tt0054391,nm0141351,16
tt0054392,nm0750701,10
tt0054393,nm0330026,20
tt0054394,nm0060430,2
tt0054395,nm0901138,20
tt0054396,nm0560395,13
tt0054403,nm0400731,19
tt0054407,nm0065442,14
tt0054412,nm0623768,25
tt0054413,nm0173728,26
tt0054415,nm0103192,4
tt0054416,nm0279807,39
tt0054417,nm0206560,13
tt0054422,nm0094801,3
tt0054423,nm0313124,3
tt0054425,nm0478800,12
tt0054426,nm0173213,4
tt0054437,nm0182913,7
tt0054441,nm0335093,16
tt0054442,nm0952737,19
tt0054443,nm0727211,10
tt0054446,nm0851537,61
tt0054447,nm0744023,25
tt0054449,nm0796073,4
tt0054451,nm0470729,2
tt0054452,nm0167241,11
tt0054453,nm0614645,2
tt0054455,nm0503777,66
tt0054457,nm0165412,5
tt0054460,nm0000041,32
tt0054462,nm0000339,54
tt0054463,nm0858873,41
tt0054469,nm0505610,42
tt0054473,nm0796645,28
tt0054475,nm0075769,1
tt0054476,nm0001415,19
tt0054479,nm0068864,1
tt0054481,nm0792450,51
tt0054483,nm0703689,25
tt0054484,nm0086466,3
tt0054489,nm0165493,6
tt0054494,nm0001501,20
tt0054495,nm0612914,4
tt0054516,nm0092330,12
tt0054586,nm0173728,26
tt0054592,nm0025926,5
tt0054600,nm0772191,4
tt0054601,nm0542702,21
tt0054603,nm0222545,24
tt0054604,nm0504496,25
tt0054613,nm0851537,61
tt0054614,nm0213136,40
tt0054615,nm0030917,5
tt0054618,nm0699693,10
tt0054619,nm0055823,7
tt0054621,nm0003606,27
tt0054627,nm0678072,2
tt0054628,nm0920862,15
tt0054630,nm0744023,25
tt0054632,nm0720297,20
tt0054636,nm0005738,22
tt0054637,nm0856319,16
tt0054640,nm0677880,11
tt0054641,nm0880618,28
tt0054642,nm0657162,5
tt0054648,nm0502391,42
tt0054649,nm0232902,7
tt0054651,nm0850895,23
