imdb_title_id,director_id,movies_number
tt0287112,nm0712013,2
tt0287140,nm0923768,10
tt0287155,nm0504980,11
tt0287300,nm0015570,31
tt0287308,nm0423228,8
tt0287319,nm0347890,8
tt0287320,nm3267450,4
tt0287322,nm0252845,1
tt0287351,nm1000564,1
tt0287393,nm0509870,3
tt0287397,nm0632765,2
tt0287425,nm0811498,1
tt0287439,nm0688544,5
tt0287448,nm0427136,14
tt0287465,nm0470377,6
tt0287467,nm0000264,21
tt0287469,nm1001345,9
tt0287471,nm0467017,4
tt0287497,nm0647939,1
tt0287519,nm0632824,1
tt0287523,nm0441162,1
tt0287537,nm0633106,6
tt0287580,nm0833750,1
tt0287583,nm0661832,4
tt0287624,nm0028196,8
tt0287625,nm0276899,9
tt0287635,nm0951197,25
tt0287637,nm0430782,27
tt0287641,nm1428845,7
tt0287645,nm0420422,3
tt0287648,nm0367915,11
tt0287665,nm0646391,4
tt0287708,nm1002216,1
tt0287717,nm0001675,19
tt0287733,nm0123009,10
tt0287781,nm0315916,18
tt0287800,nm0010627,3
tt0287803,nm0218547,7
tt0287811,nm0401176,20
tt0287826,nm0392319,5
tt0287906,nm0716340,13
tt0287914,nm0868404,4
tt0287961,nm0632765,2
tt0287963,nm0109885,10
tt0287978,nm0425756,6
tt0287986,nm0047645,1
tt0288036,nm0716340,13
tt0288045,nm0150906,25
tt0288092,nm0194156,4
tt0288115,nm1007136,3
tt0288127,nm1228738,1
tt0288192,nm0182457,3
tt0288215,nm0386411,1
tt0288217,nm0644943,3
tt0288221,nm0644943,3
tt0288243,nm0538733,3
tt0288244,nm1009026,1
tt0288260,nm0406722,3
tt0288263,nm0483575,4
tt0288276,nm0630112,12
tt0288324,nm0186610,5
tt0288330,nm0873400,4
tt0288427,nm0080315,31
tt0288431,nm0693726,2
tt0288439,nm0272704,5
tt0288443,nm0781261,29
tt0288444,nm0716340,13
tt0288477,nm0065284,2
tt0288479,nm1020310,2
tt0288480,nm0284011,12
tt0288488,nm0922949,8
tt0288491,nm0322894,5
tt0288569,nm0061944,1
tt0288587,nm0716340,13
tt0288588,nm0716340,13
tt0288603,nm0716340,13
tt0288621,nm1011539,3
tt0288623,nm0318150,33
tt0288624,nm0034898,1
tt0288718,nm0250625,18
tt0288729,nm0311065,2
tt0288747,nm0250625,18
tt0288784,nm1182564,1
tt0288786,nm0367187,7
tt0288803,nm0955133,6
tt0288808,nm0610496,8
tt0288831,nm1009753,1
tt0288838,nm1006816,1
tt0288861,nm0474233,8
tt0288869,nm0701620,2
tt0288905,nm0475908,1
tt0289043,nm0000965,14
tt0289054,nm0408076,16
tt0289055,nm0894178,17
tt0289074,nm0894004,2
tt0289076,nm0292931,5
tt0289080,nm0451262,9
tt0289115,nm0134867,4
tt0289146,nm0381228,12
tt0289152,nm0893536,4
tt0289181,nm1012219,6
tt0289195,nm0649117,9
tt0289213,nm0855613,5
tt0289229,nm0701650,7
tt0289278,nm0946092,6
tt0289320,nm1090998,4
tt0289355,nm1011074,2
tt0289361,nm1013662,2
tt0289392,nm0726914,2
tt0289408,nm0566833,1
tt0289424,nm1013656,3
tt0289432,nm1013665,6
tt0289438,nm0317732,1
tt0289463,nm0660147,1
tt0289503,nm0197929,58
tt0289553,nm0955133,6
tt0289589,nm0855613,5
tt0289596,nm0889966,7
tt0289616,nm0115500,4
tt0289623,nm0881372,10
tt0289633,nm0950593,3
tt0289635,nm0533284,10
tt0289668,nm0690642,2
tt0289685,nm0013160,2
tt0289686,nm1015828,2
tt0289725,nm0348495,11
tt0289728,nm0890499,7
tt0289730,nm0794456,3
tt0289756,nm1015273,1
tt0289758,nm0324426,5
tt0289765,nm0711840,10
tt0289770,nm0909120,2
tt0289780,nm0563552,1
tt0289782,nm0297935,38
tt0289786,nm0625080,7
tt0289843,nm0008152,13
tt0289845,nm1018493,6
tt0289848,nm0000601,11
tt0289870,nm0251027,26
tt0289879,nm0107774,2
tt0289889,nm0331296,8
tt0289893,nm0698184,58
tt0289911,nm0941759,1
tt0289933,nm0886095,3
tt0289942,nm0877078,8
tt0289944,nm0716347,10
tt0289967,nm0251027,26
tt0289992,nm0000570,14
tt0289997,nm0244421,9
tt0290002,nm0005366,10
tt0290006,nm0421716,7
tt0290014,nm0599624,2
tt0290015,nm0702705,2
tt0290021,nm0644183,5
tt0290028,nm0724037,9
tt0290082,nm1020302,1
tt0290095,nm1019493,1
tt0290098,nm0765873,13
tt0290145,nm0597673,4
tt0290179,nm0304356,3
tt0290183,nm0223485,13
tt0290210,nm0583675,6
tt0290212,nm0001752,27
tt0290213,nm0046985,4
tt0290238,nm0284369,3
tt0290249,nm0892612,3
tt0290258,nm0802692,11
tt0290288,nm0615932,4
tt0290312,nm0259499,14
tt0290326,nm1025280,10
tt0290329,nm0586281,56
tt0290331,nm0710043,3
tt0290332,nm0690770,3
tt0290334,nm0001741,11
tt0290335,nm0408389,9
tt0290423,nm0684596,9
tt0290429,nm0450200,2
tt0290435,nm0551217,8
tt0290555,nm0793036,2
tt0290594,nm0002178,17
tt0290641,nm0086295,2
tt0290654,nm0150897,14
tt0290661,nm0782430,6
tt0290662,nm0368031,5
tt0290673,nm0637615,8
tt0290685,nm0849195,4
tt0290733,nm0135724,4
tt0290745,nm0004880,1
tt0290747,nm0502577,6
tt0290794,nm0674034,4
tt0290809,nm0913966,2
tt0290819,nm0715660,1
tt0290820,nm1023986,1
tt0290823,nm0668165,2
tt0290839,nm1028138,3
tt0290841,nm0308042,18
tt0290858,nm0468125,2
tt0290867,nm0414646,2
tt0290875,nm0697099,3
tt0290879,nm0950841,6
tt0290884,nm0944047,4
tt0290895,nm0406528,3
tt0290903,nm0478062,2
tt0290910,nm0026109,1
tt0290912,nm1110558,2
tt0290930,nm0280396,7
tt0290937,nm0803350,10
tt0290940,nm1028138,3
tt0290941,nm1027823,1
tt0290942,nm0439299,1
tt0291003,nm0758574,9
tt0291022,nm0705173,1
tt0291032,nm0197246,3
tt0291043,nm0453490,1
tt0291053,nm0273196,1
tt0291117,nm0387011,2
tt0291131,nm0749439,3
tt0291141,nm0390446,1
tt0291167,nm0559668,4
tt0291172,nm0201094,8
tt0291183,nm0326946,3
tt0291193,nm0906709,18
tt0291196,nm0906709,18
tt0291202,nm0906709,18
tt0291213,nm0374842,2
tt0291225,nm1030817,1
tt0291259,nm0485904,3
tt0291265,nm0333641,3
tt0291272,nm0766211,9
tt0291274,nm0815784,9
tt0291275,nm1030266,4
tt0291286,nm0906709,18
tt0291298,nm0879576,6
tt0291305,nm0906709,18
tt0291310,nm1027762,5
tt0291317,nm0766211,9
tt0291320,nm0688585,12
tt0291324,nm0062862,3
tt0291341,nm1032759,1
tt0291350,nm0464804,4
tt0291368,nm0508277,3
tt0291376,nm0788171,13
tt0291392,nm0510816,2
tt0291395,nm0630861,7
tt0291404,nm0906709,18
tt0291424,nm0316957,5
tt0291478,nm0906709,18
tt0291501,nm0766211,9
tt0291502,nm0005363,11
tt0291507,nm0530668,1
tt0291532,nm0766211,9
tt0291535,nm0087646,1
tt0291538,nm0001945,16
tt0291559,nm1000898,1
tt0291579,nm0172989,2
tt0291711,nm1964412,5
tt0291730,nm0008152,13
tt0291753,nm0619944,2
tt0291768,nm0437792,4
tt0291771,nm0404008,7
tt0291823,nm0805270,2
tt0291832,nm0597233,1
tt0291855,nm0765873,13
tt0291871,nm0030061,2
tt0291883,nm0755420,2
tt0291905,nm1029657,2
tt0291928,nm0156017,1
tt0291930,nm0803350,10
tt0291942,nm1030197,1
tt0291943,nm0618117,3
tt0291959,nm1032257,1
tt0291971,nm1032308,1
tt0291988,nm0815044,9
tt0291993,nm0443613,3
tt0292004,nm0930942,2
tt0292023,nm0534869,9
tt0292040,nm1964412,5
tt0292053,nm0040220,4
tt0292066,nm0477102,8
tt0292095,nm0430573,2
tt0292097,nm0692358,2
tt0292113,nm0720763,2
tt0292142,nm0430782,27
tt0292149,nm0813534,8
tt0292160,nm0657532,1
tt0292163,nm0436382,28
tt0292166,nm1115363,2
tt0292167,nm0595896,2
tt0292171,nm0009847,3
tt0292174,nm0030791,31
tt0292176,nm0474856,6
tt0292181,nm0436382,28
tt0292187,nm0030791,31
tt0292204,nm1115363,2
tt0292220,nm0030791,31
tt0292226,nm0655802,11
tt0292236,nm0702131,2
tt0292242,nm0015359,13
tt0292244,nm0030061,2
tt0292246,nm0080143,4
tt0292259,nm0278430,1
tt0292300,nm0436382,28
tt0292305,nm0080143,4
tt0292309,nm0436382,28
tt0292314,nm0765873,13
tt0292319,nm0030791,31
tt0292332,nm0482309,8
tt0292429,nm0271084,10
tt0292432,nm0326740,5
tt0292459,nm0571630,2
tt0292466,nm0349426,11
tt0292490,nm1027719,4
tt0292501,nm1031198,1
tt0292502,nm0926987,1
tt0292506,nm0002044,17
tt0292513,nm0004388,1
tt0292527,nm1032152,1
tt0292542,nm0002728,8
tt0292552,nm0012892,4
tt0292606,nm1018906,3
tt0292610,nm0706182,11
tt0292644,nm0000812,4
tt0292647,nm0845450,2
tt0292648,nm0738001,2
tt0292694,nm0369836,2
tt0292707,nm1037457,1
tt0292720,nm0108447,4
tt0292740,nm2577595,8
tt0292742,nm1032940,1
tt0292886,nm0407067,15
tt0292895,nm0327120,4
tt0292963,nm0001486,41
tt0292964,nm0130536,1
tt0292996,nm0002459,9
tt0293007,nm0002199,11
tt0293018,nm0407313,2
tt0293019,nm0598527,2
tt0293069,nm0806293,9
tt0293082,nm0416119,3
tt0293083,nm0739979,3
tt0293086,nm0294394,3
tt0293113,nm0534665,11
tt0293116,nm0860019,6
tt0293117,nm0496029,9
tt0293124,nm0002225,3
tt0293146,nm0658997,1
tt0293154,nm0448094,5
tt0293155,nm0244967,2
tt0293166,nm0885080,1
tt0293176,nm0565198,1
tt0293191,nm0130714,10
tt0293266,nm0497929,2
tt0293271,nm0947998,47
tt0293280,nm1031666,1
tt0293304,nm0657505,3
tt0293324,nm0792763,4
tt0293342,nm0764316,14
tt0293357,nm0596542,2
tt0293386,nm6130812,1
tt0293401,nm0350168,16
tt0293416,nm0727336,8
tt0293442,nm1280489,2
tt0293452,nm1037475,1
tt0293464,nm1030532,1
tt0293467,nm0217779,1
tt0293478,nm1033087,5
tt0293480,nm0171443,5
tt0293484,nm0057003,5
tt0293495,nm0259763,1
tt0293508,nm0001708,23
tt0293509,nm0746213,1
tt0293546,nm1026455,2
tt0293557,nm0622500,2
tt0293563,nm1031010,1
tt0293564,nm0711840,10
tt0293567,nm0587313,2
tt0293573,nm0453695,4
tt0293589,nm0788910,1
tt0293625,nm0389415,8
tt0293654,nm0122184,10
tt0293660,nm0666702,2
tt0293662,nm0504642,7
tt0293664,nm0680889,3
tt0293667,nm0676807,2
tt0293672,nm0088397,18
tt0293715,nm1030706,8
tt0293758,nm0039515,4
tt0293764,nm0762517,14
tt0293808,nm0768422,8
tt0293815,nm1048560,3
tt0293822,nm0778450,1
tt0293827,nm0781261,29
tt0293832,nm0876683,2
tt0293837,nm0015570,31
tt0293844,nm0497702,2
tt0293849,nm0753032,3
tt0293854,nm0415422,3
tt0293865,nm0201801,4
tt0293886,nm0453695,4
tt0293899,nm0842318,1
tt0293901,nm0523821,5
tt0293905,nm0023929,32
tt0293929,nm0003332,7
tt0293961,nm1042369,2
tt0293984,nm1064077,3
tt0294239,nm0894207,6
tt0294251,nm0948159,19
tt0294252,nm1045946,2
tt0294264,nm0471452,19
tt0294279,nm0074213,2
tt0294280,nm0620294,4
tt0294289,nm0347075,2
tt0294349,nm0764367,12
tt0294357,nm0132709,14
tt0294380,nm1047192,1
tt0294413,nm0811237,1
tt0294448,nm0386410,2
tt0294543,nm0206976,5
tt0294579,nm0720136,1
tt0294594,nm0317981,5
tt0294662,nm0348495,11
tt0294677,nm0902741,4
tt0294707,nm0714361,1
tt0294725,nm0375551,3
tt0294779,nm1046624,2
tt0294782,nm0619594,1
tt0294806,nm1046082,1
tt0294832,nm0661796,2
tt0294834,nm1701267,8
tt0294869,nm0016234,8
tt0294870,nm0001060,15
tt0294879,nm0600409,6
tt0294880,nm3073418,1
tt0294881,nm0017372,1
tt0294909,nm0367915,11
tt0294916,nm0453657,5
tt0294929,nm1047240,4
tt0294939,nm0638324,15
tt0294949,nm1046328,6
tt0294996,nm0350666,7
tt0294997,nm0369442,3
tt0295001,nm0472114,1
tt0295003,nm0231659,1
tt0295004,nm0196860,8
tt0295052,nm0411085,2
tt0295116,nm0134811,9
tt0295152,nm0353902,4
tt0295168,nm0538107,8
tt0295178,nm0005366,10
tt0295192,nm0403297,9
tt0295197,nm0038093,3
tt0295200,nm0740853,3
tt0295210,nm0775573,9
tt0295236,nm0160126,6
tt0295238,nm0589182,5
tt0295254,nm0540532,5
tt0295257,nm0126032,2
tt0295259,nm0258477,6
tt0295289,nm0462277,2
tt0295294,nm0007144,7
tt0295297,nm0001060,15
tt0295299,nm0595586,3
tt0295303,nm0640740,3
tt0295362,nm0620378,20
tt0295368,nm0151733,8
tt0295372,nm1048540,8
tt0295375,nm0377153,4
tt0295423,nm0753858,2
tt0295427,nm0086690,1
tt0295455,nm0837485,6
tt0295461,nm0156566,10
tt0295473,nm0661345,44
tt0295492,nm0841399,1
tt0295522,nm0089777,2
tt0295526,nm0292081,1
tt0295529,nm0957263,9
tt0295538,nm1047209,2
tt0295539,nm0001090,42
tt0295552,nm0348274,4
tt0295578,nm0492408,8
tt0295581,nm1046187,1
tt0295590,nm0004161,9
tt0295603,nm0897196,2
tt0295605,nm0415617,14
tt0295629,nm0921264,7
tt0295634,nm0620294,4
tt0295636,nm0770257,5
tt0295640,nm0753912,11
tt0295661,nm0469063,3
tt0295671,nm0815204,10
tt0295682,nm0438090,4
tt0295700,nm0003343,4
tt0295701,nm0003418,13
tt0295718,nm0333485,3
tt0295721,nm0470443,10
tt0295725,nm0160126,6
tt0295730,nm0445368,1
tt0295736,nm0648902,9
tt0295743,nm0219136,13
tt0295845,nm0408389,9
tt0295867,nm1098180,1
tt0295876,nm0784008,4
tt0295884,nm0409079,5
tt0295898,nm0046220,5
tt0295925,nm0004161,9
tt0295955,nm0302007,10
tt0295956,nm0302007,10
tt0295959,nm0065009,4
tt0295989,nm0004161,9
tt0296008,nm0071117,1
tt0296032,nm0875468,7
tt0296042,nm0586281,56
tt0296099,nm0326884,2
tt0296144,nm0173724,10
tt0296145,nm0686375,8
tt0296166,nm0136603,1
tt0296177,nm0879937,1
tt0296210,nm0640913,4
tt0296236,nm0837425,1
tt0296296,nm0879301,4
tt0296492,nm1104118,18
tt0296571,nm1062000,6
tt0296572,nm0878638,7
tt0296574,nm0890060,45
tt0296587,nm0211934,1
tt0296591,nm0393394,12
tt0296610,nm0408389,9
tt0296619,nm1353170,2
tt0296625,nm0084619,1
tt0296649,nm0151733,8
tt0296658,nm1062423,3
tt0296686,nm1095625,5
tt0296696,nm1292886,4
tt0296705,nm1474029,1
tt0296707,nm1069778,1
tt0296711,nm1060984,3
tt0296712,nm0943308,4
tt0296766,nm0471566,1
tt0296788,nm0282425,8
tt0296842,nm0472223,1
tt0296845,nm0872316,2
tt0296846,nm1266840,1
tt0296859,nm0251027,26
tt0296919,nm0148441,1
tt0296922,nm0248420,2
tt0297037,nm0266622,4
tt0297038,nm1066182,1
tt0297067,nm0471452,19
tt0297071,nm1059152,2
tt0297080,nm1033667,5
tt0297132,nm0006787,11
tt0297149,nm0001238,91
tt0297162,nm0666806,6
tt0297168,nm0046275,2
tt0297181,nm0858525,8
tt0297189,nm1058308,1
tt0297213,nm1364086,6
tt0297221,nm0000418,1
tt0297234,nm0379775,7
tt0297241,nm0223522,37
tt0297247,nm0500867,4
tt0297284,nm0001317,21
tt0297314,nm1059618,1
tt0297316,nm0685157,4
tt0297319,nm0547717,3
tt0297389,nm1576746,1
tt0297398,nm0149631,22
tt0297403,nm1060017,3
tt0297414,nm1059151,1
tt0297416,nm1058463,1
tt0297447,nm0001090,42
tt0297456,nm0349426,11
tt0297462,nm0948027,6
tt0297472,nm1059149,2
tt0297707,nm0052897,13
tt0297721,nm0412517,14
tt0297722,nm0387683,12
tt0297741,nm0037074,1
tt0297745,nm0403963,4
tt0297753,nm1065068,1
tt0297780,nm0411809,8
tt0297811,nm0330984,4
tt0297821,nm0540297,9
tt0297853,nm1114376,1
tt0297856,nm0107788,6
tt0297865,nm0848992,14
tt0297871,nm0777881,9
tt0297876,nm0258172,6
tt0297884,nm0001331,8
tt0297905,nm0794048,11
tt0297928,nm1066926,1
tt0297990,nm0046275,2
tt0297992,nm0741770,1
tt0298006,nm0100627,1
tt0298050,nm1067858,2
tt0298071,nm0567050,6
tt0298078,nm0788391,2
tt0298082,nm0458251,13
tt0298083,nm0615518,2
tt0298120,nm0046337,1
tt0298126,nm1065892,4
tt0298130,nm0893659,10
tt0298131,nm0903137,14
tt0298148,nm0011470,6
tt0298169,nm0486994,5
tt0298203,nm0000436,13
tt0298228,nm0138927,6
tt0298234,nm0863633,8
tt0298238,nm0955434,8
tt0298265,nm0126752,1
tt0298293,nm0486571,3
tt0298307,nm0472937,4
tt0298317,nm0702522,9
tt0298337,nm0630770,1
tt0298350,nm0901404,5
tt0298351,nm0839268,13
tt0298359,nm1094770,1
tt0298382,nm0702477,4
tt0298408,nm0158966,4
tt0298412,nm0405632,10
tt0298482,nm0622112,6
tt0298491,nm0075150,1
tt0298504,nm0403541,6
tt0298511,nm0408098,3
tt0298514,nm1066396,15
tt0298527,nm0324875,24
tt0298565,nm0771593,3
tt0298577,nm0550059,5
tt0298578,nm0512052,1
tt0298606,nm0698184,58
tt0298607,nm0151511,5
tt0298694,nm0644055,2
tt0298744,nm0001707,20
tt0298757,nm0171917,5
tt0298780,nm0409699,3
tt0298786,nm0037136,5
tt0298787,nm0690454,5
tt0298798,nm0852363,4
tt0298814,nm0000750,8
tt0298826,nm1070014,2
tt0298845,nm0006487,9
tt0298856,nm0000915,29
tt0298911,nm0822012,1
tt0298943,nm0559285,14
tt0298946,nm0259825,7
tt0298954,nm0660347,4
tt0298960,nm0947621,2
tt0299014,nm0191036,1
tt0299027,nm1070317,1
tt0299040,nm0195039,5
tt0299045,nm1262299,1
tt0299088,nm1068849,1
tt0299109,nm0947779,2
tt0299117,nm1071898,3
tt0299135,nm0063581,7
tt0299172,nm0278181,2
tt0299203,nm0324960,1
tt0299206,nm0506374,7
tt0299213,nm0944937,9
tt0299422,nm0400194,6
tt0299458,nm0337773,12
tt0299502,nm0754503,4
tt0299547,nm0481567,3
tt0299551,nm0091787,1
tt0299555,nm0208506,5
tt0299556,nm1077275,2
tt0299569,nm0855150,1
tt0299594,nm0106924,13
tt0299658,nm0551128,6
tt0299681,nm0100447,1
tt0299693,nm0435050,15
tt0299712,nm0020105,1
tt0299848,nm0224272,2
tt0299854,nm0533564,11
tt0299863,nm1077049,2
tt0299868,nm0405682,1
tt0299873,nm0647303,1
tt0299876,nm0939540,6
tt0299878,nm0459571,2
tt0299898,nm1078399,3
tt0299905,nm0213983,44
tt0299930,nm0000976,6
tt0299937,nm0950834,14
tt0299956,nm0230352,3
tt0299977,nm0955443,22
tt0300015,nm0299563,2
tt0300016,nm0016203,7
tt0300028,nm1077277,2
tt0300051,nm0003620,13
tt0300069,nm0318795,5
tt0300109,nm0533284,10
tt0300115,nm1077901,1
tt0300140,nm0600546,7
tt0300160,nm1077919,1
tt0300176,nm0526603,1
tt0300186,nm0846281,6
tt0300197,nm0156448,8
tt0300212,nm0425997,1
tt0300214,nm0708903,4
tt0300237,nm0246903,13
tt0300270,nm0551506,4
tt0300290,nm0297935,38
tt0300377,nm0140241,10
tt0300394,nm0880407,2
tt0300406,nm0664582,12
tt0300453,nm1075853,3
tt0300471,nm0229694,7
tt0300475,nm1039454,1
tt0300500,nm0139584,3
tt0300523,nm1076296,2
tt0300525,nm0497489,7
tt0300532,nm0007082,14
tt0300537,nm0229741,3
tt0300556,nm0001149,21
tt0300565,nm0801625,3
tt0300576,nm1077873,2
tt0300633,nm1079050,4
tt0300657,nm0111084,1
tt0300902,nm1037008,1
tt0300949,nm0618930,5
tt0300957,nm0875040,7
tt0300968,nm0003289,9
tt0300980,nm0848343,4
tt0300996,nm0187944,1
tt0301036,nm1083082,1
tt0301050,nm0128382,8
tt0301082,nm0038319,2
tt0301083,nm0038319,2
tt0301110,nm0061792,26
tt0301167,nm0586281,56
tt0301179,nm1082555,5
tt0301181,nm0362544,3
tt0301184,nm0042764,1
tt0301199,nm0001241,23
tt0301214,nm1082740,6
tt0301215,nm0848343,4
tt0301231,nm0848343,4
tt0301240,nm0576543,1
tt0301245,nm0683758,1
tt0301250,nm0542498,18
tt0301266,nm0408389,9
tt0301345,nm0461938,2
tt0301357,nm0065615,5
tt0301358,nm1074968,1
tt0301359,nm0074566,4
tt0301390,nm0642823,5
tt0301394,nm1011180,1
tt0301414,nm0496312,25
tt0301417,nm0256350,3
tt0301429,nm1048540,8
tt0301470,nm0759207,10
tt0301479,nm0204798,1
tt0301481,nm0648421,5
tt0301520,nm0772851,9
tt0301524,nm0554880,11
tt0301563,nm0764982,1
tt0301587,nm0008332,2
tt0301623,nm0001928,30
tt0301634,nm1098726,6
tt0301684,nm0276349,7
tt0301687,nm0161152,22
tt0301730,nm0891556,2
tt0301744,nm0941085,5
tt0301770,nm1085445,1
tt0301771,nm0007235,1
tt0301777,nm0657062,1
tt0301784,nm0946866,1
tt0301799,nm0634205,4
tt0301825,nm0039531,4
tt0301848,nm0839237,4
tt0301893,nm0007925,1
tt0301924,nm0006554,8
tt0301976,nm1097297,1
tt0301978,nm0452102,16
tt0301989,nm0002207,10
tt0301992,nm0631590,17
tt0302017,nm0859932,2
tt0302031,nm0946092,6
tt0302213,nm0649405,4
tt0302280,nm0882100,1
tt0302297,nm0262693,6
tt0302309,nm0821813,1
tt0302329,nm0259929,3
tt0302346,nm0095275,3
tt0302356,nm0369096,2
tt0302361,nm0407842,2
tt0302382,nm0479738,4
tt0302436,nm0054954,4
tt0302463,nm0801543,4
tt0302471,nm0604169,3
tt0302472,nm1091951,1
tt0302498,nm0589056,1
tt0302531,nm0855107,12
tt0302566,nm0799302,15
tt0302585,nm0236226,8
tt0302602,nm0814271,3
tt0302640,nm0103744,3
tt0302671,nm0921810,4
tt0302674,nm0001814,17
tt0302677,nm0421501,1
tt0302713,nm0512570,2
tt0302758,nm1090408,2
tt0302819,nm0389415,8
tt0302882,nm0276946,4
tt0302886,nm0680846,10
tt0302889,nm0918554,3
tt0302935,nm0269033,3
tt0302955,nm0623320,1
tt0303010,nm0044524,7
tt0303017,nm0780530,4
tt0303021,nm0687042,7
tt0303058,nm0548653,1
tt0303068,nm0461938,2
tt0303103,nm0555549,5
tt0303120,nm0049366,2
tt0303127,nm1069069,1
tt0303162,nm0210701,30
tt0303184,nm1089985,6
tt0303243,nm0955443,22
tt0303260,nm0271816,4
tt0303267,nm0037597,1
tt0303274,nm0659368,8
tt0303287,nm0999415,5
tt0303311,nm0091253,2
tt0303313,nm0018963,1
tt0303357,nm1103129,4
tt0303361,nm1031246,8
tt0303374,nm1099646,1
tt0303389,nm0855733,2
tt0303396,nm0155400,2
tt0303397,nm0678786,4
tt0303408,nm0105242,7
tt0303619,nm1108967,4
tt0303645,nm0553370,1
tt0303648,nm0859499,4
tt0303658,nm0586281,56
tt0303661,nm0406177,2
tt0303714,nm1103162,10
tt0303720,nm0225010,15
tt0303758,nm0504495,24
tt0303773,nm1013712,2
tt0303780,nm0586281,56
tt0303785,nm0576548,9
tt0303816,nm0744834,8
tt0303858,nm0064394,8
tt0303860,nm0346841,7
tt0303933,nm0831690,6
tt0303970,nm0157799,6
tt0303990,nm0586281,56
tt0304014,nm1066215,3
tt0304023,nm0067101,2
tt0304034,nm1096323,1
tt0304072,nm0475845,3
tt0304076,nm1100028,2
tt0304098,nm0155598,15
tt0304120,nm1103136,1
tt0304126,nm0237527,11
tt0304141,nm0190859,8
tt0304166,nm0866414,4
tt0304204,nm0435753,2
tt0304229,nm0112262,4
tt0304262,nm0586281,56
tt0304267,nm0321159,15
tt0304290,nm0223964,16
tt0304296,nm0586281,56
tt0304327,nm0544279,6
tt0304328,nm0004412,1
tt0304355,nm1103122,1
tt0304356,nm0339911,1
tt0304363,nm0239725,7
tt0304377,nm1099660,1
tt0304389,nm0886079,2
tt0304391,nm0100175,1
tt0304415,nm0001565,17
tt0304417,nm0346823,4
tt0304432,nm0834676,1
tt0304435,nm1531492,1
tt0304513,nm0610045,1
tt0304514,nm0358175,8
tt0304520,nm0000521,1
tt0304547,nm0094726,7
tt0304550,nm0601182,2
tt0304574,nm0848199,1
tt0304638,nm0002006,1
tt0304641,nm1101187,1
tt0304664,nm0586281,56
tt0304669,nm0501185,4
tt0304678,nm0106924,13
tt0304711,nm0001338,5
tt0304716,nm0631931,1
tt0304722,nm0058396,1
tt0304753,nm1096550,1
tt0304769,nm0493894,6
tt0304776,nm0610960,8
tt0304777,nm1100515,3
tt0304790,nm0486188,1
tt0304808,nm0155280,18
tt0304809,nm0586281,56
tt0304818,nm0771488,3
tt0304822,nm1096599,1
tt0304838,nm0259929,3
tt0304857,nm0376487,8
tt0304874,nm0541589,1
tt0304906,nm0479889,3
tt0304907,nm0801533,3
tt0304927,nm0771488,3
tt0304931,nm0769405,9
tt0305173,nm0706484,24
tt0305178,nm0018924,1
tt0305206,nm0700301,5
tt0305224,nm0781842,11
tt0305229,nm0009463,8
tt0305240,nm0586281,56
tt0305242,nm0434699,3
tt0305357,nm0629334,8
tt0305392,nm0796361,10
tt0305395,nm0418621,2
tt0305396,nm1104343,1
tt0305455,nm0542498,18
tt0305499,nm0904036,7
tt0305556,nm0558533,1
tt0305568,nm0470443,10
tt0305574,nm0482681,23
tt0305583,nm1110794,2
tt0305632,nm0579956,1
tt0305647,nm1110912,14
tt0305669,nm0788202,9
tt0305689,nm0695175,1
tt0305711,nm0506613,13
tt0305714,nm0997190,3
tt0305811,nm1108282,1
tt0305819,nm0707364,10
tt0305831,nm0185168,1
tt0305847,nm0789054,4
tt0305858,nm1110394,1
tt0305873,nm1108266,3
tt0305882,nm0258638,1
tt0305884,nm0905467,1
tt0305902,nm0054221,5
tt0305923,nm0401247,12
tt0305945,nm0638324,15
tt0305951,nm1112260,2
tt0305952,nm0684314,8
tt0305961,nm0825873,2
tt0305973,nm0000115,1
tt0305999,nm1110111,2
tt0306011,nm0464548,1
tt0306047,nm0001878,11
tt0306069,nm1109378,5
tt0306071,nm0619313,2
tt0306079,nm0646299,5
tt0306097,nm0643247,3
tt0306174,nm0893107,1
tt0306228,nm1110074,1
tt0306359,nm0711579,9
tt0306432,nm0270822,4
tt0306434,nm1150959,6
tt0306442,nm0793809,1
tt0306444,nm0544306,2
tt0306456,nm0759368,15
tt0306474,nm0441090,3
tt0306479,nm0754952,4
tt0306496,nm0186784,3
tt0306499,nm0489537,2
tt0306519,nm0093051,29
tt0306522,nm0490487,37
tt0306597,nm0263179,2
tt0306644,nm1172535,3
tt0306645,nm0890864,18
tt0306646,nm0368674,4
tt0306651,nm0150916,10
tt0306685,nm0005647,6
tt0306708,nm0490487,37
tt0306734,nm0412465,26
tt0306741,nm1167622,19
tt0306761,nm0592663,1
tt0306774,nm1013621,1
tt0306840,nm0795664,3
tt0306841,nm0266302,2
tt0306846,nm0876988,1
tt0306855,nm0151504,8
tt0306882,nm1119412,2
tt0306886,nm1119412,2
tt0306892,nm0716135,3
tt0306909,nm0437652,9
tt0306951,nm0780361,1
tt0307034,nm0864775,49
tt0307050,nm0406936,4
tt0307076,nm0521803,9
tt0307077,nm0928316,1
tt0307105,nm0771488,3
tt0307156,nm1076296,2
tt0307162,nm0593056,8
tt0307202,nm1119681,1
tt0307213,nm1104118,18
tt0307292,nm0395228,2
tt0307343,nm0898362,1
tt0307351,nm0829925,3
